Bowler,Team,BowlType,Start Date,Ground,Host Country,year,Inn,Runs,Balls,Wickets,Matches,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,AveforWicket,AveWicket,Home,HomeorAway,Period
A Kumble,IND,Spin,1998-03-06,Chennai,India,1998,2,149,407,8,1,809,1753,28,660,1346,20,28.892857142857142,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,1998-03-18,Eden Gardens,India,1998,2,106,354,8,1,634,1306,12,528,952,4,52.833333333333336,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,1998-03-25,Bengaluru,India,1998,2,161,385,7,1,817,1511,22,656,1126,15,37.13636363636363,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,1998-10-07,Harare,Zimbabwe,1998,2,129,322,7,1,303,670,13,174,348,6,23.307692307692307,<=30,ZIM,Away,Upto 2014
A Kumble,IND,Spin,1998-12-26,Wellington,New Zealand,1998,2,153,412,6,1,442,922,12,289,510,6,36.833333333333336,>30,NZ,Away,Upto 2014
A Kumble,IND,Spin,1999-01-02,Hamilton,New Zealand,1999,2,188,437,3,1,438,743,6,250,306,3,73.0,>30,NZ,Away,Upto 2014
A Kumble,IND,Spin,1999-01-28,Chennai,India,1999,2,163,281,7,1,572,1226,24,409,945,17,23.833333333333332,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-02-04,Delhi,India,1999,2,149,306,14,1,634,1395,31,485,1089,17,20.451612903225808,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-02-16,Eden Gardens,India,1999,2,139,278,1,1,375,758,8,236,480,7,46.875,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-02-24,Colombo (SSC),Sri Lanka,1999,1,134,325,4,1,484,1002,12,350,677,8,40.333333333333336,>30,SL,Away,Upto 2014
A Kumble,IND,Spin,1999-10-10,Mohali,India,1999,2,91,354,4,1,393,1249,10,302,895,6,39.3,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-10-22,Kanpur,India,1999,2,134,358,10,1,568,1375,24,434,1017,14,23.666666666666668,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-10-29,Ahmedabad,India,1999,2,139,474,6,1,599,1348,12,460,874,6,49.916666666666664,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,1999-12-10,Adelaide,Australia,1999,2,174,396,3,1,301,744,9,127,348,6,33.44444444444444,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,1999-12-26,Melbourne,Australia,1999,2,150,282,2,1,307,606,6,157,324,4,51.166666666666664,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2000-01-02,Sydney,Australia,2000,1,126,200,0,1,279,470,1,153,270,1,279.0,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2000-02-24,Wankhede,India,2000,2,118,300,6,1,274,666,12,156,366,6,22.833333333333332,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2000-03-02,Bengaluru,India,2000,1,143,412,6,1,474,1252,16,331,840,10,29.625,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2001-11-03,Bloemfontein,South Africa,2001,2,155,324,4,1,225,426,4,70,102,0,56.25,>30,SA,Away,Upto 2014
A Kumble,IND,Spin,2001-11-16,Gqeberha,South Africa,2001,2,89,228,1,1,330,708,5,241,480,4,66.0,>30,SA,Away,Upto 2014
A Kumble,IND,Spin,2001-12-03,Mohali,India,2001,2,133,286,8,1,507,1147,21,374,861,13,24.142857142857142,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2001-12-11,Ahmedabad,India,2001,2,233,534,10,1,727,1868,25,494,1334,15,29.08,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2001-12-19,Bengaluru,India,2001,1,74,177,1,1,308,742,5,234,565,4,61.6,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2002-02-21,Nagpur,India,2002,2,145,425,9,1,556,1425,18,411,1000,9,30.88888888888889,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2002-02-28,Delhi,India,2002,2,146,381,7,1,467,1232,22,321,851,15,21.227272727272727,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2002-04-11,Georgetown,West Indies,2002,1,145,271,2,1,369,751,4,224,480,2,92.25,>30,WI,Away,Upto 2014
A Kumble,IND,Spin,2002-05-10,St John's,West Indies,2002,1,29,84,1,1,261,672,7,232,588,6,37.285714285714285,>30,WI,Away,Upto 2014
A Kumble,IND,Spin,2002-07-25,Lord's,England,2002,2,212,398,6,1,509,942,14,297,544,8,36.357142857142854,>30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2002-08-22,Leeds,England,2002,2,159,377,7,1,393,893,12,234,516,5,32.75,>30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2002-09-05,The Oval,England,2002,2,133,270,1,1,410,922,9,277,652,8,45.55555555555556,>30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2002-10-09,Wankhede,India,2002,2,101,299,7,1,416,1045,19,315,746,12,21.894736842105264,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2002-10-17,Chennai,India,2002,2,117,297,6,1,464,965,17,347,668,11,27.294117647058822,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2002-10-30,Eden Gardens,India,2002,1,169,324,3,1,592,1269,12,423,945,9,49.333333333333336,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2003-10-08,Ahmedabad,India,2003,2,153,445,6,1,719,1566,18,566,1121,12,39.94444444444444,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2003-10-16,Mohali,India,2003,1,181,396,3,1,664,1623,9,483,1227,6,73.77777777777777,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2003-12-12,Adelaide,Australia,2003,2,212,360,6,1,609,1006,16,397,646,10,38.0625,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2003-12-26,Melbourne,Australia,2003,2,219,344,6,1,455,739,13,236,395,7,35.0,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2004-01-02,Sydney,Australia,2004,2,279,533,12,1,831,1277,14,552,744,2,59.357142857142854,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2004-03-28,Multan,Pakistan,2004,2,172,417,8,1,510,902,13,338,485,5,39.23076923076923,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2004-04-05,Lahore,Pakistan,2004,1,146,265,2,1,269,480,8,123,215,6,33.625,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2004-04-13,Rawalpindi,Pakistan,2004,2,71,101,5,1,324,559,10,253,458,5,32.4,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2004-10-06,Bengaluru,India,2004,2,221,372,5,1,685,1243,20,464,871,15,34.25,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-10-14,Chennai,India,2004,2,181,387,13,1,557,1169,24,376,782,11,23.208333333333332,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-10-26,Nagpur,India,2004,2,188,276,3,1,469,867,12,281,591,9,39.083333333333336,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-11-03,Wankhede,India,2004,2,95,150,6,1,365,706,29,270,556,23,12.586206896551724,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-11-20,Kanpur,India,2004,2,183,450,6,1,586,1360,13,403,910,7,45.07692307692308,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-11-28,Eden Gardens,India,2004,2,158,388,4,1,470,978,15,312,590,11,31.333333333333332,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2004-12-10,Dhaka,Bangladesh,2004,2,87,161,4,1,324,603,8,237,442,4,40.5,>30,BAN,Away,Upto 2014
A Kumble,IND,Spin,2004-12-17,Chattogram,Bangladesh,2004,2,57,180,6,1,442,811,15,385,631,9,29.466666666666665,<=30,BAN,Away,Upto 2014
A Kumble,IND,Spin,2005-03-08,Mohali,India,2005,2,236,456,6,1,471,904,13,235,448,7,36.23076923076923,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2005-03-16,Eden Gardens,India,2005,2,161,451,10,1,693,1450,23,532,999,13,30.130434782608695,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2005-03-24,Bengaluru,India,2005,2,247,402,1,1,834,1659,22,587,1257,21,37.90909090909091,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2005-09-13,Bulawayo,Zimbabwe,2005,2,114,228,3,1,509,995,11,395,767,8,46.27272727272727,>30,ZIM,Away,Upto 2014
A Kumble,IND,Spin,2005-09-20,Harare,Zimbabwe,2005,2,71,108,1,1,178,258,3,107,150,2,59.333333333333336,>30,ZIM,Away,Upto 2014
A Kumble,IND,Spin,2005-12-02,Chennai,India,2005,1,41,90,3,1,150,362,6,109,272,3,25.0,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2005-12-10,Delhi,India,2005,2,157,384,10,1,668,1353,25,511,969,15,26.72,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2005-12-18,Ahmedabad,India,2005,2,176,357,7,1,765,1419,29,589,1062,22,26.379310344827587,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2006-01-13,Lahore,Pakistan,2006,1,178,237,2,1,588,687,2,410,450,0,294.0,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2006-01-21,Faisalabad,Pakistan,2006,2,268,338,4,1,770,1194,9,502,856,5,85.55555555555556,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2006-01-29,Karachi,Pakistan,2006,2,183,283,3,1,322,481,6,139,198,3,53.666666666666664,>30,PAK,Away,Upto 2014
A Kumble,IND,Spin,2006-03-01,Nagpur,India,2006,2,189,432,2,1,588,1296,7,399,864,5,84.0,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2006-03-09,Mohali,India,2006,2,146,352,9,1,492,1055,19,346,703,10,25.894736842105264,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2006-03-18,Wankhede,India,2006,2,133,418,5,1,517,1300,19,384,882,14,27.210526315789473,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2006-06-02,St John's,West Indies,2006,2,193,369,7,1,672,1196,20,479,827,13,33.6,>30,WI,Away,Upto 2014
A Kumble,IND,Spin,2006-06-10,Gros Islet,West Indies,2006,2,155,432,6,1,473,1177,17,318,745,11,27.823529411764707,<=30,WI,Away,Upto 2014
A Kumble,IND,Spin,2006-06-22,Basseterre,West Indies,2006,2,200,354,3,1,722,1248,13,522,894,10,55.53846153846154,>30,WI,Away,Upto 2014
A Kumble,IND,Spin,2006-06-30,Kingston,West Indies,2006,2,110,184,7,1,275,517,14,165,333,7,19.642857142857142,<=30,WI,Away,Upto 2014
A Kumble,IND,Spin,2006-12-15,Johannesburg,South Africa,2006,2,56,132,5,1,82,150,5,26,18,0,16.4,<=30,SA,Away,Upto 2014
A Kumble,IND,Spin,2006-12-26,Durban,South Africa,2006,2,99,267,4,1,106,283,5,7,16,1,21.2,<=30,SA,Away,Upto 2014
A Kumble,IND,Spin,2007-01-02,Cape Town,South Africa,2007,2,191,405,5,1,487,1042,13,296,637,8,37.46153846153846,>30,SA,Away,Upto 2014
A Kumble,IND,Spin,2007-05-25,Mirpur,Bangladesh,2007,2,104,146,5,1,453,725,12,349,579,7,37.75,>30,BAN,Away,Upto 2014
A Kumble,IND,Spin,2007-07-19,Lord's,England,2007,2,130,240,3,1,243,486,5,113,246,2,48.6,>30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2007-07-27,Nottingham,England,2007,2,136,225,6,1,275,482,10,139,257,4,27.5,<=30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2007-08-09,The Oval,England,2007,2,217,397,5,1,584,973,9,367,576,4,64.88888888888889,>30,ENG,Away,Upto 2014
A Kumble,IND,Spin,2007-11-22,Delhi,India,2007,2,106,291,7,1,425,937,15,319,646,8,28.333333333333332,<=30,IND,Home,Upto 2014
A Kumble,IND,Spin,2007-11-30,Eden Gardens,India,2007,2,195,432,5,1,851,1606,18,656,1174,13,47.27777777777778,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2007-12-08,Bengaluru,India,2007,2,176,348,6,1,712,1214,14,536,866,8,50.857142857142854,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2007-12-26,Melbourne,Australia,2007,2,186,300,7,1,518,912,15,332,612,8,34.53333333333333,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2008-01-02,Sydney,Australia,2008,2,254,393,8,1,764,1280,20,510,887,12,38.2,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2008-01-16,W.A.C.A,Australia,2008,2,140,216,4,1,288,498,9,148,282,5,32.0,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2008-01-24,Adelaide,Australia,2008,1,109,180,1,1,579,1086,9,470,906,8,64.33333333333333,>30,AUS,Away,Upto 2014
A Kumble,IND,Spin,2008-03-26,Chennai,India,2008,2,163,390,3,1,758,1458,16,595,1068,13,47.375,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2008-04-03,Ahmedabad,India,2008,1,78,198,1,1,281,588,6,203,390,5,46.833333333333336,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2008-07-23,Colombo (SSC),Sri Lanka,2008,1,121,222,0,1,529,1031,21,408,809,21,25.19047619047619,<=30,SL,Away,Upto 2014
A Kumble,IND,Spin,2008-07-31,Galle,Sri Lanka,2008,2,122,279,5,1,684,1286,30,562,1007,25,22.8,<=30,SL,Away,Upto 2014
A Kumble,IND,Spin,2008-08-08,Colombo (PSS),Sri Lanka,2008,2,157,308,3,1,613,1402,20,456,1094,17,30.65,>30,SL,Away,Upto 2014
A Kumble,IND,Spin,2008-10-09,Bengaluru,India,2008,2,160,306,0,1,536,1200,6,376,894,6,89.33333333333333,>30,IND,Home,Upto 2014
A Kumble,IND,Spin,2008-10-29,Delhi,India,2008,2,126,285,3,1,668,1278,12,542,993,9,55.666666666666664,>30,IND,Home,Upto 2014
A Kuruvilla,IND,Pace,1997-03-06,Kingston,West Indies,1997,2,138,282,4,1,612,1409,17,474,1127,13,36.0,>30,WI,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-03-14,Port of Spain,West Indies,1997,2,83,270,1,1,527,1480,12,444,1210,11,43.916666666666664,>30,WI,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-03-27,Bridgetown,West Indies,1997,2,156,294,6,1,738,1569,38,582,1275,32,19.42105263157895,<=30,WI,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-04-04,St John's,West Indies,1997,1,69,144,2,1,268,546,4,199,402,2,67.0,>30,WI,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-04-17,Georgetown,West Indies,1997,1,34,42,0,1,344,855,6,310,813,6,57.333333333333336,>30,WI,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-08-02,Colombo (RPS),Sri Lanka,1997,1,74,84,0,1,398,549,5,324,465,5,79.6,>30,SL,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-08-09,Colombo (SSC),Sri Lanka,1997,2,158,264,4,1,927,1577,19,769,1313,15,48.78947368421053,>30,SL,Away,Upto 2014
A Kuruvilla,IND,Pace,1997-11-19,Mohali,India,1997,2,117,253,6,1,565,1196,16,448,943,10,35.3125,>30,IND,Home,Upto 2014
A Kuruvilla,IND,Pace,1997-12-03,Wankhede,India,1997,2,63,132,2,1,639,1269,12,576,1137,10,53.25,>30,IND,Home,Upto 2014
A Lyth,ENG,Spin,2015-07-16,Lord's,England,2015,1,0,6,0,1,392,582,8,392,576,8,49.0,>30,ENG,Home,After 1965
A McGrath,ENG,Pace,2003-05-22,Lord's,England,2003,1,16,36,3,1,641,1236,26,625,1200,23,24.653846153846153,<=30,ENG,Home,Upto 2014
A McGrath,ENG,Pace,2003-07-31,Lord's,England,2003,1,40,66,1,1,967,1600,24,927,1534,23,40.291666666666664,>30,ENG,Home,Upto 2014
A Mishra,IND,Spin,2008-10-17,Mohali,India,2008,2,106,230,7,1,362,764,15,256,534,8,24.133333333333333,<=30,IND,Home,Upto 2014
A Mishra,IND,Spin,2008-10-29,Delhi,India,2008,2,146,294,2,1,668,1278,12,522,984,10,55.666666666666664,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2008-11-06,Nagpur,India,2008,2,85,208,5,1,751,1259,24,666,1051,19,31.291666666666668,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2008-12-11,Chennai,India,2008,2,165,306,4,1,742,1371,17,577,1065,13,43.64705882352941,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2008-12-19,Mohali,India,2008,2,91,192,2,1,508,989,13,417,797,11,39.07692307692308,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2009-11-16,Ahmedabad,India,2009,1,203,348,1,1,904,1575,9,701,1227,8,100.44444444444444,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2010-01-17,Chattogram,Bangladesh,2010,2,158,232,7,1,565,949,23,407,717,16,24.565217391304348,<=30,BAN,Away,Upto 2014
A Mishra,IND,Spin,2010-02-06,Nagpur,India,2010,1,140,318,0,1,517,1080,7,377,762,7,73.85714285714286,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2010-02-14,Eden Gardens,India,2010,2,148,366,4,1,547,1263,14,399,897,10,39.07142857142857,>30,IND,Home,Upto 2014
A Mishra,IND,Spin,2010-08-03,Colombo (PSS),Sri Lanka,2010,2,187,356,4,1,813,1539,26,626,1183,22,31.26923076923077,>30,SL,Away,Upto 2014
A Mishra,IND,Spin,2011-06-20,Kingston,West Indies,2011,2,113,161,4,1,367,624,15,254,463,11,24.466666666666665,<=30,WI,Away,Upto 2014
A Mishra,IND,Spin,2011-08-10,Birmingham,England,2011,1,150,258,3,1,372,564,6,222,306,3,62.0,>30,ENG,Away,Upto 2014
A Mishra,IND,Spin,2011-08-18,The Oval,England,2011,1,170,228,0,1,491,822,11,321,594,11,44.63636363636363,>30,ENG,Away,Upto 2014
A Mishra,IND,Spin,2015-08-12,Galle,Sri Lanka,2015,2,81,138,5,1,627,1167,31,546,1029,26,20.225806451612904,<=30,SL,Away,After 1965
A Mishra,IND,Spin,2015-08-20,Colombo (PSS),Sri Lanka,2015,2,72,184,7,1,596,1144,22,524,960,15,27.09090909090909,<=30,SL,Away,After 1965
A Mishra,IND,Spin,2015-08-28,Colombo (SSC),Sri Lanka,2015,2,72,152,3,1,433,759,12,361,607,9,36.083333333333336,>30,SL,Away,After 1965
A Mishra,IND,Spin,2015-11-05,Mohali,India,2015,2,61,120,3,1,466,1004,34,405,884,31,13.705882352941176,<=30,IND,Home,After 1965
A Mishra,IND,Spin,2015-11-25,Nagpur,India,2015,2,60,138,4,1,483,1096,33,423,958,29,14.636363636363637,<=30,IND,Home,After 1965
A Mishra,IND,Spin,2016-07-21,North Sound,West Indies,2016,2,104,206,3,1,560,1009,16,456,803,13,35.0,>30,WI,Away,After 1965
A Mishra,IND,Spin,2016-07-30,Kingston,West Indies,2016,2,128,213,3,1,562,982,15,434,769,12,37.46666666666667,>30,WI,Away,After 1965
A Mishra,IND,Spin,2016-11-09,Rajkot,India,2016,2,158,219,3,1,954,1677,22,796,1458,19,43.36363636363637,>30,IND,Home,After 1965
A Mishra,IND,Spin,2016-12-16,Chennai,India,2016,2,117,236,2,1,966,1770,17,849,1534,15,56.8235294117647,>30,IND,Home,After 1965
A Mitchell,ENG,Spin,1935-07-13,Leeds,England,1935,1,4,6,0,1,260,741,11,256,735,11,23.636363636363637,<=30,ENG,Home,Upto 2014
A Mithun,IND,Pace,2010-07-18,Galle,Sri Lanka,2010,2,138,198,4,1,560,768,16,422,570,12,35.0,>30,SL,Away,Upto 2014
A Mithun,IND,Pace,2010-07-26,Colombo (SSC),Sri Lanka,2010,2,134,174,1,1,508,710,3,374,536,2,169.33333333333334,>30,SL,Away,Upto 2014
A Mithun,IND,Pace,2010-08-03,Colombo (PSS),Sri Lanka,2010,2,100,180,1,1,534,849,8,434,669,7,66.75,>30,SL,Away,Upto 2014
A Mithun,IND,Pace,2011-06-28,Bridgetown,West Indies,2011,2,84,168,3,1,639,1424,28,555,1256,25,22.821428571428573,<=30,WI,Away,Upto 2014
A Mukund,IND,Spin,2011-07-06,Roseau,West Indies,2011,1,14,12,0,1,478,1095,12,464,1083,12,39.833333333333336,>30,WI,Away,Upto 2014
A Ndlovu,ZIM,Spin,2020-01-19,Harare,Zimbabwe,2020,1,107,168,0,1,523,1058,12,416,890,12,43.583333333333336,>30,ZIM,Home,After 1965
A Ndlovu,ZIM,Spin,2020-02-22,Mirpur,Bangladesh,2020,1,170,252,2,1,601,1116,18,431,864,16,33.388888888888886,>30,BAN,Away,After 1965
A Nehra,IND,Pace,1999-02-24,Colombo (SSC),Sri Lanka,1999,1,94,168,1,1,790,1434,9,696,1266,8,87.77777777777777,>30,SL,Away,Upto 2014
A Nehra,IND,Pace,2001-06-07,Bulawayo,Zimbabwe,2001,2,100,232,5,1,658,1325,23,558,1093,18,28.608695652173914,<=30,ZIM,Away,Upto 2014
A Nehra,IND,Pace,2001-06-15,Harare,Zimbabwe,2001,2,117,222,6,1,726,1580,27,609,1358,21,26.88888888888889,<=30,ZIM,Away,Upto 2014
A Nehra,IND,Pace,2001-11-03,Bloemfontein,South Africa,2001,2,130,150,2,1,966,1509,27,836,1359,25,35.77777777777778,>30,SA,Away,Upto 2014
A Nehra,IND,Pace,2002-04-19,Port of Spain,West Indies,2002,2,124,306,5,1,849,1915,33,725,1609,28,25.727272727272727,<=30,WI,Away,Upto 2014
A Nehra,IND,Pace,2002-05-02,Bridgetown,West Indies,2002,1,112,192,4,1,655,1356,22,543,1164,18,29.772727272727273,<=30,WI,Away,Upto 2014
A Nehra,IND,Pace,2002-05-10,St John's,West Indies,2002,1,122,294,0,1,856,1992,11,734,1698,11,77.81818181818181,>30,WI,Away,Upto 2014
A Nehra,IND,Pace,2002-05-18,Kingston,West Indies,2002,2,95,234,3,1,844,1737,30,749,1503,27,28.133333333333333,<=30,WI,Away,Upto 2014
A Nehra,IND,Pace,2002-07-25,Lord's,England,2002,2,181,264,3,1,837,1449,22,656,1185,19,38.04545454545455,>30,ENG,Away,Upto 2014
A Nehra,IND,Pace,2002-08-08,Nottingham,England,2002,1,138,192,2,1,996,1602,22,858,1410,20,45.27272727272727,>30,ENG,Away,Upto 2014
A Nehra,IND,Pace,2002-10-30,Eden Gardens,India,2002,1,66,138,1,1,701,1322,15,635,1184,14,46.733333333333334,>30,IND,Home,Upto 2014
A Nehra,IND,Pace,2002-12-12,Wellington,New Zealand,2002,2,71,141,0,1,505,1071,28,434,930,28,18.035714285714285,<=30,NZ,Away,Upto 2014
A Nehra,IND,Pace,2002-12-19,Hamilton,New Zealand,2002,2,54,146,5,1,426,959,32,372,813,27,13.3125,<=30,NZ,Away,Upto 2014
A Nehra,IND,Pace,2003-12-04,Brisbane,Australia,2003,2,140,204,1,1,735,1213,18,595,1009,17,40.833333333333336,>30,AUS,Away,Upto 2014
A Nehra,IND,Pace,2003-12-12,Adelaide,Australia,2003,2,136,192,3,1,872,1501,19,736,1309,16,45.89473684210526,>30,AUS,Away,Upto 2014
A Nehra,IND,Pace,2003-12-26,Melbourne,Australia,2003,2,106,210,0,1,819,1520,17,713,1310,17,48.1764705882353,>30,AUS,Away,Upto 2014
A Nehra,IND,Pace,2004-04-13,Rawalpindi,Pakistan,2004,2,80,162,3,1,687,1266,18,607,1104,15,38.166666666666664,>30,PAK,Away,Upto 2014
A Nel,SA,Pace,2001-09-07,Harare,Zimbabwe,2001,2,86,185,5,1,919,1718,19,833,1533,14,48.36842105263158,>30,ZIM,Away,Upto 2014
A Nel,SA,Pace,2001-09-14,Bulawayo,Zimbabwe,2001,2,82,144,1,1,548,1308,7,466,1164,6,78.28571428571429,>30,ZIM,Away,Upto 2014
A Nel,SA,Pace,2002-02-22,Johannesburg,South Africa,2002,1,121,184,2,1,698,1059,20,577,875,18,34.9,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2003-10-17,Lahore,Pakistan,2003,2,80,192,2,1,569,1080,10,489,888,8,56.9,>30,PAK,Away,Upto 2014
A Nel,SA,Pace,2003-12-12,Johannesburg,South Africa,2003,2,127,275,5,1,1112,2121,34,985,1846,29,32.705882352941174,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2003-12-26,Durban,South Africa,2003,2,111,186,6,1,1030,1831,26,919,1645,20,39.61538461538461,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2004-01-02,Cape Town,South Africa,2004,2,144,295,6,1,1140,1873,23,996,1578,17,49.56521739130435,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2004-01-16,Centurion,South Africa,2004,2,128,202,5,1,1068,1800,24,940,1598,19,44.5,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2004-03-10,Hamilton,New Zealand,2004,2,106,186,1,1,760,1661,15,654,1475,14,50.666666666666664,>30,NZ,Away,Upto 2014
A Nel,SA,Pace,2004-03-26,Wellington,New Zealand,2004,2,135,288,3,1,820,1651,25,685,1363,22,32.8,>30,NZ,Away,Upto 2014
A Nel,SA,Pace,2005-01-21,Centurion,South Africa,2005,2,105,246,6,1,788,1589,28,683,1343,22,28.142857142857142,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2005-03-11,Centurion,South Africa,2005,2,59,168,3,1,611,1095,23,552,927,20,26.565217391304348,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2005-03-31,Georgetown,West Indies,2005,1,93,198,3,1,687,1530,15,594,1332,12,45.8,>30,WI,Away,Upto 2014
A Nel,SA,Pace,2005-04-08,Port of Spain,West Indies,2005,2,113,298,4,1,854,1820,25,741,1522,21,34.16,>30,WI,Away,Upto 2014
A Nel,SA,Pace,2005-04-21,Bridgetown,West Indies,2005,2,88,226,10,1,712,1449,24,624,1223,14,29.666666666666668,<=30,WI,Away,Upto 2014
A Nel,SA,Pace,2005-12-16,W.A.C.A,Australia,2005,2,133,272,4,1,1099,2050,27,966,1778,23,40.7037037037037,>30,AUS,Away,Upto 2014
A Nel,SA,Pace,2005-12-26,Melbourne,Australia,2005,2,155,306,6,1,712,1466,23,557,1160,17,30.956521739130434,>30,AUS,Away,Upto 2014
A Nel,SA,Pace,2006-01-02,Sydney,Australia,2006,2,127,187,4,1,752,1301,17,625,1114,13,44.23529411764706,>30,AUS,Away,Upto 2014
A Nel,SA,Pace,2006-03-16,Cape Town,South Africa,2006,2,70,176,2,1,563,1099,28,493,923,26,20.107142857142858,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2006-03-24,Durban,South Africa,2006,2,141,270,3,1,838,1637,23,697,1367,20,36.43478260869565,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2006-03-31,Johannesburg,South Africa,2006,2,46,102,1,1,824,1490,30,778,1388,29,27.466666666666665,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2006-04-27,Cape Town,South Africa,2006,2,139,222,1,1,739,1386,13,600,1164,12,56.84615384615385,>30,SA,Home,Upto 2014
A Nel,SA,Pace,2006-07-27,Colombo (SSC),Sri Lanka,2006,1,114,151,1,1,781,1191,14,667,1040,13,55.785714285714285,>30,SL,Away,Upto 2014
A Nel,SA,Pace,2006-12-15,Johannesburg,South Africa,2006,2,103,227,4,1,728,1389,33,625,1162,29,22.060606060606062,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2006-12-26,Durban,South Africa,2006,2,117,234,5,1,879,1470,33,762,1236,28,26.636363636363637,<=30,SA,Home,Upto 2014
A Nel,SA,Pace,2007-01-11,Centurion,South Africa,2007,2,169,293,3,1,894,1492,25,725,1199,22,35.76,>30,SA,Home,Upto 2014
