Batter,Inns,Runs,Balls,Outs,Fifties,Centuries,Expected Runs,Expected Outs,Expected Fifties,Expected Centuries,Expected Runs 2,Expected Outs 2,Expected Fifties 2,Expected Centuries 2,Ave,SR,InnsPerCentury,expected_ave,expected_sr,expinnsPerCentury,Ave Ratio,SR Ratio,Cen Ratio,expected_ave_present,expected_sr_present,Adjusted Ave,Adjusted Sr,Present Centuries
Iftikhar Ahmed,24,614,576,16,1,1,523.1105679510522,18.060324987065368,2.902382067688447,0.5593796189073835,497.7380140865879,17.698036503810503,2.8719649588454716,0.37849811879828954,38.375,106.59722222222223,24.0,28.964626512850625,90.81780693594656,42.904673657718085,1.3248919326812072,1.173748032667259,1.7876947357382535,28.123911597731286,86.4128496678104,37.26114359127362,101.42691229476407,0.6766390944625343
Iftikhar Anjum,34,234,378,15,0,0,263.2726602005174,22.20338535134693,0.1371484491297327,0.0,270.41642224364,23.95880788968783,0.15743150477943843,0.0,15.6,61.904761904761905,inf,11.857320675855695,69.64885190489879,inf,1.315642920222718,0.8888123811328439,,11.286722757188208,71.53873604329101,14.849296888011303,63.58451432587149,
Ihsanullah,16,307,440,14,3,0,379.4440051065256,10.695172458099275,2.580475412810742,1.1969515514425693,375.2108369480196,10.765602408210672,2.916164891153312,1.126447429365447,21.928571428571427,69.77272727272728,inf,35.47806326574744,86.23727388784673,13.367291249772604,0.6180881764688246,0.809078535616375,0.0,34.85274884960038,85.275190215459,21.542071981375425,68.99432602393141,0.0
Ijaz Ahmed,232,6564,8174,203,37,10,5851.304420008394,189.6391485695408,35.54673046665818,5.276791821770406,6805.866246680042,196.85499473606984,40.246830482912834,10.486139353287381,32.33497536945813,80.30340102764865,23.2,30.85493931050169,71.58434573046726,43.96610816497251,1.0479675569626772,1.1218011453231798,1.8950908691798496,34.57299244961957,83.26237150330368,36.231374434316905,93.40382371473015,19.872186941362408
Ijaz Ahmed jnr,1,3,2,0,0,0,1.3057553956834533,0.11031175059952038,0.007142857142857143,0.0,1.582258953168044,0.10997245179063361,0.012875536480686695,0.0,inf,150.0,inf,11.836956521739133,65.28776978417267,inf,inf,2.2975206611570247,,14.387775551102203,79.1129476584022,inf,181.76363181021333,
Ijaz Faqih,19,197,351,16,0,0,250.85753421813106,14.182783639436092,0.9673786073862352,0.07428940568475452,302.2564756171653,12.795293130836338,1.5525361628625745,0.22262489187365894,12.3125,56.12535612535613,inf,17.687468172369663,71.4693829681285,255.75652173913045,0.696114326822302,0.7853062919318194,0.0,23.622473711738163,86.1129560162864,16.44394238572414,67.62504617643773,0.0
Ikram Alikhil,22,384,567,17,3,0,488.44062908540167,16.380474510404117,2.525264349064531,0.4269807361514898,474.64979087171287,16.367524094669715,2.448852665925094,0.43250388915243937,22.58823529411765,67.72486772486772,inf,29.818466417146027,86.14473176109378,51.52457274370934,0.7575250510243915,0.7861753857762296,0.0,28.999486307540455,83.71248516255959,21.967837344800724,65.81269531696218,0.0
Ilyas Gull,2,17,59,2,0,0,46.37746082764162,1.7659702691844115,0.20304568527918782,0.0,51.46193126691518,2.133074605525201,0.14768883878241262,0.015783540022547914,8.5,28.8135593220339,inf,26.26174496644295,78.60586580956208,inf,0.32366470738563763,0.3665573685282002,,24.12570621468926,87.22361231680539,7.808639642449259,31.972457804372095,
Imad Wasim,40,986,894,23,5,0,789.1782391639076,35.00463481231807,2.9564074249095684,0.31232570931365866,769.7102324905053,33.67814002626469,2.9387387839718273,0.307589801472874,42.869565217391305,110.29082774049218,inf,22.544964213887386,88.27497082370331,128.0714293034048,1.901514005996259,1.2494008971213075,0.0,22.85489138919871,86.09734144189098,43.45889608208464,107.57009563725812,0.0
Imam-ul-Haq,71,3138,3801,65,20,9,3234.8924764342682,92.7834563942937,13.116374867728354,5.0656426787582784,3241.309980089597,93.00012444001992,12.940481704492822,4.998610467809171,48.276923076923076,82.55722178374111,7.888888888888889,34.86497056853789,85.10635297117254,14.01599056674956,1.3846827428699484,0.9700476979868368,1.7766748605738878,34.85274884960039,85.275190215459,48.25999987362211,82.72100196389563,8.880905555958035
Imran Abbas,2,29,63,2,0,0,43.03224967490247,1.2616384915474643,0.453125,0.0625,51.78864665454898,1.3267152091377439,0.41853932584269665,0.15636704119850187,14.5,46.03174603174603,inf,34.1082251082251,68.3051582141309,32.0,0.4251174006853663,0.6739131748650724,0.0,39.035240040858014,82.20420103896663,16.59455978129889,55.39849410941669,0.0
Imran Farhat,58,1719,2489,56,13,1,1888.447566650332,58.85104008831152,9.77445929248033,3.100379192422235,2122.5720617087854,61.265816214577,10.477590576290785,3.981691422866624,30.696428571428573,69.06388107673764,58.0,32.088601387784124,75.87173831459751,18.707389128968547,0.956614724352382,0.9102715004415544,0.32254119187876806,34.645291499499535,85.27810613534695,33.14219597790167,77.62622962663639,1.2842594972248689
Imran Haider,14,58,136,7,0,0,104.22285678348979,8.667603537585826,0.10218782736827564,0.0,101.47883988075269,7.990484360224299,0.12262260799342818,0.003757044458359424,8.285714285714286,42.64705882352941,inf,12.024414399152226,76.63445351727191,inf,0.6890742460022391,0.5564998100223628,,12.699961016869333,74.61679402996522,8.751216061957065,41.52423170215342,
Imran Khan,151,3709,5105,111,19,1,3725.3714766695284,149.9861473833979,13.710778204360773,0.5268112762750435,4342.994004080967,146.56970126234228,19.811306480652803,2.9443648438770857,33.414414414414416,72.65426052889325,151.0,24.8381036626446,72.974955468551,286.6301592245422,1.3452884676002141,0.9956054109577914,1.898212974996968,29.630912573858126,85.07333994282011,39.86212497008152,84.69947757532331,5.589031549772407
Imran Nazir,79,1895,2339,77,9,2,1763.6816497358382,53.4060552772379,14.076735210291979,4.259474728423125,1994.187470546642,57.184655724770685,14.425573507293743,5.569614738755805,24.61038961038961,81.01752885848653,39.5,33.02400150283209,75.40323427686354,18.546887829346534,0.7452273646571588,1.0744569465151663,0.4695414640340895,34.87277216714657,85.2581218703139,25.988144100412157,91.6061812903954,2.615165058541243
Imran Tahir,36,157,225,20,0,0,133.89952016977276,16.047358129354762,0.06928024109144641,0.0,132.7754416608319,16.60096228963459,0.04827363578893566,0.0,7.85,69.77777777777779,inf,8.344022679025025,59.510897853232336,inf,0.9407932243201008,1.1725210053100854,,7.998056940574766,59.011307404814175,7.524517777419095,69.1919974829552,
Imrul Kayes,78,2434,3423,76,16,4,2853.6779615894498,84.20739549337505,14.056664312423186,4.785961452942027,2913.273507162188,83.543648203707,14.39412929140922,5.466866799509395,32.026315789473685,71.10721589249196,19.5,33.88868572492496,83.3677464677023,16.29766573904431,0.9450444921184561,0.8529343649709876,0.8357777302074004,34.87127471449015,85.10877905820006,32.9549061020785,72.59220241946196,4.569085525040158
Imtiaz Abbasi,6,12,38,2,0,0,21.98458132521734,2.7496228003661445,0.0,0.0,25.10859483736568,2.5786973630068903,0.020895362431969194,0.0,6.0,31.57894736842105,inf,7.995489898574393,57.854161382150906,inf,0.7504230605143793,0.5458370947567438,,9.736929659744096,66.07524957201495,7.306816555278399,36.06632226171542,
Intikhab Alam,2,17,45,2,0,0,25.618798448417277,0.9671768717970856,0.1,0.11764705882352941,38.6361931996456,1.2115855342264759,0.3048818701791116,0.08573065989559414,8.5,37.77777777777778,inf,26.488224848486784,56.93066321870506,17.0,0.32089730620380125,0.6635752271609856,0.0,31.88895221030554,85.85820711032355,10.233078861948801,56.973379286867896,0.0
Inzamam-ul-Haq,350,11739,15812,297,83,10,11341.817474715515,348.3047825181758,62.877934535041014,8.891315703248498,13135.801890976893,375.65083249570824,65.21767337266286,15.361606326190515,39.525252525252526,74.2410827219833,35.0,32.56291054264711,71.72917704727749,39.364252904901946,1.2138120292867234,1.0350193014629205,1.1246929401400556,34.96811601269902,83.07489179722295,42.44471985770777,85.9841164770694,17.277090184277288
Iqbal Qasim,7,39,90,6,0,0,53.30761681255599,4.851564222350883,0.030303030303030304,0.0,68.8408354625771,5.128007429427478,0.07243492042682713,0.001878522229179712,6.5,43.333333333333336,inf,10.987717439041784,59.23068534728444,inf,0.5915696354644201,0.7316027677083099,,13.42448044586061,76.48981718064123,7.941515003656996,55.96016195085976,
Iqbal Sikander,1,1,3,0,0,0,1.4864864864864864,0.18918918918918917,0.0,0.0,2.0974227260650076,0.19741386945354705,0.0024916943521594683,0.0,inf,33.33333333333333,inf,7.857142857142858,49.549549549549546,inf,inf,0.6727272727272727,,10.624495289367431,69.91409086883358,inf,47.033115675397134,
Irfan Ahmed,6,99,125,6,0,0,97.82222350608022,3.1373817408251363,1.016087806640073,0.32726924123922896,107.18774444909369,3.3086200199973232,1.0339230929674394,0.3673425172369559,16.5,79.2,inf,31.17957315591211,78.25777880486417,18.33352861784554,0.5291926197158782,1.012039968544025,0.0,32.39651087197991,85.75019555927494,17.14399445799698,86.7826252164526,0.0
Irfan Fazil,1,15,16,1,0,0,10.657065706570657,0.7344734473447345,0.006329113924050633,0.0,12.658071625344352,0.8797796143250689,0.012875536480686695,0.0,15.0,93.75,inf,14.509803921568627,66.6066606660666,inf,1.0337837837837838,1.4075168918918919,,14.387775551102203,79.1129476584022,14.87384904945025,111.3528101965602,
Irfan Khan,5,48,73,5,0,0,57.96996208807233,2.7462817147856518,0.2922077922077922,0.03246753246753247,63.673236991267935,2.6392279017515192,0.3692220969560316,0.03945885005636979,9.6,65.75342465753424,inf,21.108527131782946,79.4109069699621,153.99999999999997,0.45479250826294526,0.8280150317689492,0.0,24.125706214689263,87.22361231680539,10.972190442993456,72.22246212350213,0.0
Irfan Sajid,1,2,5,1,0,0,4.310141509433962,0.3125,0.012578616352201259,0.0,3.9556473829201098,0.27493112947658405,0.012875536480686695,0.0,2.0,40.0,inf,13.79245283018868,86.20283018867924,inf,0.14500683994528044,0.4640218878248974,,14.387775551102202,79.1129476584022,2.086325866507296,36.71013932384409,
Ishan Kishan,24,933,913,22,7,1,761.6435081896659,22.405231459530317,4.516241333870631,1.3018303298947635,765.4447329515052,21.62048302107523,4.561409407810672,1.368402801736339,42.40909090909091,102.19058050383352,24.0,33.99400312223475,83.42207099558225,18.43558215604033,1.2475462438653488,1.224982541002191,0.7681492565016804,35.403683266713536,83.83841543828096,44.167732078386976,102.70059517718273,1.0511375947485853
Ishtiaq Muhammad,1,0,0,0,0,0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0010121457489878543,0.0,,,inf,,,inf,,,,,,,,
Izatullah Dawlatzai,3,7,27,2,0,0,13.660930875031394,1.8740821994711103,0.0,0.0,15.091981132075473,2.0536556603773586,0.003036437246963563,0.0,3.5,25.925925925925924,inf,7.2893979137556935,50.59604027789405,inf,0.48014939524637723,0.5124101764393061,,7.348837209302326,55.89622641509434,3.5285397418105866,28.64179523964989,
J Anderson,8,151,267,8,0,0,221.36540702489276,5.790081545367014,1.7286829978171232,0.5902261028916377,222.0604002232743,6.036315820718787,1.575546843654334,0.5395393591099942,18.875,56.55430711610487,inf,38.231828911290606,82.90839214415459,13.554127750037441,0.49369858930358007,0.6821300673371242,0.0,36.78740589766425,83.16868922220011,18.161890395815043,56.73186357947972,0.0
J Angel,1,0,3,1,0,0,2.1527122641509435,0.1556603773584906,0.008064516129032258,0.0,2.509219088937093,0.1336225596529284,0.038196618659987476,0.001878522229179712,0.0,0.0,inf,13.829545454545453,71.75707547169812,inf,0.0,0.0,,18.77840909090909,83.6406362979031,0.0,0.0,
J Arun Lal,13,122,232,13,1,0,142.97809071647995,4.3761033627674975,2.3508514120590513,0.4926039017764619,197.729504778726,5.6808764085346075,2.327963396049453,0.8366502554021086,9.384615384615385,52.58620689655172,inf,32.67246654477078,61.628487377793085,26.390371560433262,0.28723314696047614,0.8532775853184478,0.0,34.80616203543332,85.22823481841638,9.997483455053763,72.72334240681198,0.0
J Blackwood,3,23,41,2,0,0,33.40502253625179,0.9982945100993471,0.4791146109386436,0.20569899800610789,34.50504978555562,1.0295065261011702,0.5411608903247263,0.17169473675875557,11.5,56.09756097560976,inf,33.46209179586436,81.47566472256534,14.58441717791411,0.34367247780431065,0.6885192181816356,0.0,33.516105931090316,84.1586580135503,11.51856317168956,57.94485341870529,0.0
J Botha,50,609,710,32,0,0,556.1149276613688,29.556705661994553,1.7113048477914177,0.06533278835411166,593.1359448878306,30.154939877890293,2.190864329050599,0.17940008856507883,19.03125,85.77464788732394,inf,18.815186442663954,78.32604614948858,765.3125063175617,1.0114834661880425,1.095097379530934,0.0,19.66961125738208,83.54027392786347,19.89548657318817,91.48473506369969,0.0
J Cameron-Dow,1,7,10,0,0,0,8.322683706070288,0.6443024494142704,0.011299435028248588,0.0,7.9112947658402195,0.5498622589531681,0.012875536480686695,0.0,inf,70.0,inf,12.917355371900829,83.22683706070289,inf,inf,0.8410748560460651,,14.387775551102202,79.1129476584022,inf,66.53991106317052,
J Campbell,2,8,15,1,0,0,13.347772277227723,0.4641089108910891,0.0625,0.0625,12.998402955494411,0.4542918165900214,0.2452431289640592,0.0306553911205074,8.0,53.333333333333336,inf,28.76,88.98514851485149,32.0,0.27816411682892905,0.5993509503940658,0.0,28.612452350698856,86.65601970329607,7.958957538441962,51.93736776653739,0.0
J Charles,57,1536,1798,57,7,2,1484.584402958838,42.312523243409956,9.941311612054529,4.407717747743854,1530.3325985054512,43.828319968949316,10.434064945160378,3.9972365111960846,26.94736842105263,85.42825361512793,28.5,35.086170456404,82.56865422462948,12.931862533433808,0.7680339025467552,1.0346329901746836,0.45374956257662485,34.91652428360551,85.1130477478004,26.817074408906088,88.06076709418734,1.8137443184705373
J Da Silva,2,14,35,2,0,0,28.017916232807963,0.8609513994064473,0.3637469586374696,0.10901301174230403,29.170698956582328,0.781371991225754,0.3915299686184303,0.14858648493459137,7.0,40.0,inf,32.54297077875003,80.05118923659418,18.346433770014556,0.21510021465436932,0.49968027185428254,0.0,37.33266521470992,83.34485416166379,8.030264301303811,41.64577938515569,0.0
J Drysdale,2,2,6,0,0,0,2.8898488120950323,0.4924406047516199,0.0,0.0,3.3537735849056602,0.4563679245283019,0.0020242914979757085,0.0,inf,33.33333333333333,inf,5.868421052631579,48.16414686825054,inf,inf,0.6920777279521673,,7.348837209302325,55.89622641509434,inf,38.684533378458404,
J Dyson,27,755,1553,23,4,0,976.850590576792,28.96631917009419,5.1831602515094115,1.3999742743811077,1315.1958535019976,37.22696185030804,5.038354388117666,1.8533187916035132,32.82608695652174,48.61558274307791,inf,33.72367006110068,62.90087511762987,19.286068675751917,0.9733841808156499,0.7728919931902811,0.0,35.329121371507114,84.68743422421105,34.388807865141125,65.45423983572131,0.0
J Edness,11,252,403,9,1,0,311.15492974798576,10.73525979262915,1.7049724880433719,0.34124732485002834,343.8440676702173,10.661826361129254,1.7066250609745413,0.5946795809804558,28.0,62.531017369727046,inf,28.984387500489305,77.20965998709323,32.23468493074426,0.9660373192128802,0.809885931115097,0.0,32.25001571248614,85.32110860303159,31.154718723463372,69.10036548473855,0.0
J Figy,2,55,73,1,0,0,62.64010082016719,1.5646589040489038,0.3834308467414269,0.18572241183162685,59.88221647796342,1.5970914370333036,0.4097481318208699,0.12507347275236097,55.0,75.34246575342466,inf,40.034349121122794,85.80835728790026,10.7687595712098,1.3738202620354598,0.8780317924120034,0.0,37.494544826561935,82.03043353145674,51.51076539852761,72.02532858595866,0.0
J Fraser-McGurk,7,98,74,7,0,0,61.56704404473784,1.8890935043430441,1.3425494459977219,0.34359975739286086,62.82725173355535,1.779903827193657,1.3028314971038404,0.5006013066112935,14.0,132.43243243243242,inf,32.59078701143941,83.19870816856465,20.37254057777586,0.4295692520430998,1.5917606817177719,0.0,35.298115984510225,84.90169153183156,15.162985281996644,135.14317439170017,0.0
J Garner,41,239,360,26,0,0,210.71822763317812,19.1008306490987,0.3574325891040382,0.0,258.87263513377604,22.081847661313702,0.7306580727245952,0.0442608911870596,9.192307692307692,66.38888888888889,inf,11.03188816781228,58.53284100921614,inf,0.8332488104011125,1.1342160698886252,,11.723323116086341,71.90906531493779,9.768445040426808,81.5604174508732,
J Gumbie,13,291,447,13,2,0,391.83225946253685,11.435732471038271,2.394354110207769,0.7680668473351401,381.18010026310174,10.936873355614024,2.3693839740620657,0.9152385363594256,22.384615384615383,65.1006711409396,inf,34.26385327348967,87.65822359340869,16.925610114672153,0.6533011686089203,0.7426647320951953,0.0,34.85274884960038,85.27519021545899,22.76934155267713,63.330876295730675,0.0
J Jarvis,5,28,57,5,0,0,46.76458933475446,2.666274425974154,0.08027356257615939,0.006389776357827476,47.131840053064664,2.664173105537728,0.11501984676203504,0.003757044458359424,5.6,49.122807017543856,inf,17.539300860851366,82.04313918377976,782.5,0.31928296597611205,0.5987436305613184,0.0,17.690982599853147,82.68743868958714,5.648429395512903,49.508577242819825,0.0
J Kariko,1,0,1,1,0,0,0.5854579792256847,0.0764872521246459,0.0,0.0,0.5589622641509434,0.07606132075471699,0.0010121457489878543,0.0,0.0,0.0,inf,7.654320987654321,58.54579792256847,inf,0.0,0.0,,7.348837209302325,55.89622641509434,0.0,0.0,
J Kila,13,159,244,10,0,0,197.2527909036916,9.799905444676952,0.6599070590490248,0.03665681222104633,205.8171599442312,10.317427553763563,0.5780641154409746,0.04885146120226835,15.9,65.1639344262295,inf,20.12803001184405,80.84130774741458,354.64076694961796,0.789943178276457,0.8060722450189896,0.0,19.94849577297529,84.35129505911115,15.758178152738568,67.99323777855693,0.0
J Lewis,8,50,63,6,0,0,46.85114022391954,3.3481444627256773,0.056393587477909624,0.0,48.92127134583652,3.5723162039636143,0.07185276545991187,0.0,8.333333333333334,79.36507936507937,inf,13.993165690879028,74.36688924431674,inf,0.5955288115229805,1.0672098856299088,,13.69455237236743,77.65281166005798,8.155500498655188,82.87184825057132,
J Liyanage,18,616,754,14,4,1,630.7829408469288,20.892569852528432,2.3260995456082356,0.30970138940435216,644.7630833061198,21.60300071627888,2.361662940577386,0.33971250597342106,44.0,81.6976127320955,18.0,30.19173540159738,83.65821496643619,58.12050128228146,1.4573524646639575,0.9765641397545083,3.228916737904526,29.845996478640135,85.51234526606363,43.496136528498,83.50828989314392,1.0969033966130706
J Louw,1,23,7,1,0,0,5.068738229755179,0.3328625235404896,0.00641025641025641,0.0,5.537906336088154,0.38490358126721763,0.012875536480686695,0.0,23.0,328.57142857142856,inf,15.227722772277229,72.4105461393597,inf,1.5104031209362807,4.537618428385659,,14.387775551102203,79.1129476584022,21.731341095715486,358.9843692186759,
J Mubarak,37,704,1115,31,4,0,854.708809995175,31.191563024402864,4.537392613062374,0.9319461925485839,955.4900667710251,32.360741802178715,5.025609438875708,1.3474945850157491,22.70967741935484,63.139013452914796,inf,27.401923056131864,76.65549865427579,39.701862935687814,0.8287621774878673,0.8236723335096712,0.0,29.52621026464529,85.6941763920202,24.47020631189205,70.58392223700464,0.0
J Mulder,2,15,11,0,0,0,7.090909090909091,0.7878787878787878,0.0,0.0,7.690549995571695,0.7238508546630058,0.0035038401011473225,0.0,inf,136.36363636363635,inf,9.0,64.46280991735537,inf,inf,2.115384615384615,,10.624495289367433,69.91409086883358,inf,147.89519222253256,
J Nyumbu,14,46,89,10,0,0,62.85273641417514,5.695507720253815,0.06451612903225806,0.0,60.45807437906967,5.883595759561095,0.077925639953839,0.0,4.6,51.68539325842697,inf,11.03549314675921,70.62105215075859,inf,0.41683683174148684,0.7318694877002309,,10.275701603194394,67.93042065064007,4.283290900196468,49.716202160845135,
J Overton,3,38,32,3,0,0,24.767588739717183,1.507633055053955,0.0425531914893617,0.0,27.123301217219222,1.3414368395212266,0.15023765671118128,0.011648814469633381,12.666666666666666,118.75,inf,16.42812795639507,77.3987148116162,inf,0.7710353060487237,1.534263201773186,,20.219588741054572,84.76031630381007,15.590016793138341,130.04463427559162,
J Patraj,2,21,48,2,0,0,37.62130881951087,2.4269866827330073,0.0072992700729927005,0.0,39.7357090601214,2.201752264247473,0.04068831301214695,0.001878522229179712,10.5,43.75,inf,15.501242378942873,78.37772670731432,inf,0.6773650616716608,0.5581942962364228,,18.04731154606192,82.78272720858625,12.224618298405908,46.208846154728576,
J Smits,19,169,360,10,0,0,246.8718369910594,20.3612626015511,0.10324033867709265,0.0,260.497060441262,22.0509235971551,0.1662326061398072,0.003757044458359424,16.9,46.94444444444444,inf,12.124583913192739,68.57551027529428,inf,1.3938622653772998,0.6845657328102615,,11.813430820415615,72.36029456701722,16.466295445222524,49.535378076636526,
J Srinath,121,883,1109,83,1,0,731.1097639973382,53.64822267753564,3.3709984520481218,0.2959594214531106,841.0209727256647,55.79142984921494,4.64090895147815,0.8596944873848829,10.63855421686747,79.62128043282236,inf,13.627846879324094,65.9251365191468,408.8398315076793,0.780648205917846,1.2077529852319342,0.0,15.074375670217725,75.83597589951891,11.767784322287094,91.59112628062098,0.0
J Theron,12,50,102,10,0,0,78.76531857211803,6.418274703129482,0.07637856396477087,0.0,72.90680207552772,6.480953321481108,0.07886044566220653,0.0,5.0,49.01960784313725,inf,12.272039171790654,77.22090056090003,inf,0.40743025099637403,0.6347971531940123,,11.249394720045006,71.47725693679189,4.583343714345221,45.37355922159246,
J Yadav,2,3,7,1,0,0,5.8133757360728335,0.31833159314955184,0.08479729729729729,0.004166666666666667,5.854844540853217,0.31178597252349965,0.07639323731997495,0.003757044458359424,3.0,42.857142857142854,inf,18.26201313716831,83.04822480104048,480.0,0.16427542667210987,0.5160512817681073,0.0,18.77840909090909,83.6406362979031,3.0848311656325174,43.16285756943298,0.0
JA Burns,6,146,184,6,1,0,160.56883242909444,4.407039830620617,1.1578947368421053,0.43157894736842106,156.90634999644456,4.501979188888099,1.093561834182492,0.4224177860120426,24.333333333333332,79.34782608695652,inf,36.43462246777164,87.2656697984209,13.902439024390244,0.667862919530934,0.9092673702069303,0.0,34.85274884960038,85.27519021545899,23.276858600372513,77.53794795110615,0.0
JA Clarkson,2,17,24,2,0,0,21.911064493762044,0.8254715501426118,0.19573796369376478,0.044672454617205995,20.927991029898198,0.8618236791920966,0.1964659838732359,0.023219465571527657,8.5,70.83333333333334,inf,26.543694316268805,91.29610205734186,44.77031802120142,0.32022671368658334,0.7758637196672852,0.0,24.283378996405418,87.19996262457582,7.776186653224709,67.65528735675164,0.0
JA Duffy,5,9,16,1,0,0,9.086981923255138,1.2321139229212894,0.0,0.0,9.78446809363945,1.1554409464542639,0.009499374554454112,0.0,9.0,56.25,inf,7.375115039452109,56.79363702034461,inf,1.2203199478049906,0.9904278533852328,,8.468168038933829,61.152925585246564,10.33387437927562,60.567560815622635,
JA Jameson,3,60,158,3,0,0,87.45110782274836,2.7678138164560337,0.35135135135135137,0.22575516693163752,134.73480054042523,3.8658299556756504,0.546780917091246,0.2112088930060213,20.0,37.9746835443038,inf,31.595733536268913,55.34880241946099,13.288732394366196,0.6329968562699104,0.6860976549503746,0.0,34.85274884960038,85.275190215459,22.061680454161777,58.50710803227355,0.0
JA Maclean,1,11,33,1,0,0,22.344827586206897,1.1379310344827587,0.027777777777777776,0.0,27.601409978308023,1.4698481561822125,0.038196618659987476,0.001878522229179712,11.0,33.33333333333333,inf,19.636363636363637,67.7115987460815,inf,0.5601851851851852,0.49228395061728386,,18.77840909090909,83.6406362979031,10.519386574074074,41.17494286887513,
JA McCollum,10,188,280,10,2,0,237.49484982724658,6.340330844762871,2.0154522562412716,0.7738629867680401,238.73639432556132,6.849045441187184,1.8408212201732594,0.680516631171174,18.8,67.14285714285714,inf,37.457800805997046,84.81958922401664,12.922184121718988,0.5018981252361749,0.7915961130809822,0.0,34.85688573328837,85.26299797341476,17.494605601109008,67.49385778538678,0.0
JA Morkel,43,782,780,33,2,0,606.4329526239267,25.655270328626553,3.7596730728601218,0.43825857399054635,657.1123021875027,26.235229778316288,4.2062819676452925,0.6861504792364645,23.696969696969695,100.25641025641025,inf,23.63775336825273,77.74781443896495,98.11559328655039,1.0025051589207499,1.2895077627566678,0.0,25.04694289853765,84.24516694711572,25.109689470977436,108.63479675303716,0.0
JA Rennie,27,201,391,15,0,0,261.4978799514589,20.886184736062816,0.3319289515482721,0.043478260869565216,298.4167899539621,21.816347376376672,0.5014507008465219,0.08569760951596977,13.4,51.406649616368284,inf,12.52013631287803,66.87925318451634,621.0,1.0702758871895792,0.7686486790535779,0.0,13.678586282371715,76.3214296557448,14.639861068864596,58.6643660883688,0.0
JA Richardson,9,93,107,5,0,0,93.7603543227653,5.501465764042992,0.20046620046620045,0.0,87.26830463476688,5.217260466896911,0.2217175549656297,0.00939261114589856,18.6,86.91588785046729,inf,17.042795201157702,87.62649936707037,inf,1.0913702699857897,0.9918904495587995,,16.72684451705586,81.55916321006251,18.25518081658958,80.8977550620684,
JA Rudolph,39,1174,1725,33,7,0,1252.4307828508136,41.48811286574461,6.16763661697019,1.0919120859011675,1434.3606792635278,41.508791620872834,7.129281932639657,1.6954418224115646,35.57575757575758,68.05797101449275,inf,30.187701882312055,72.60468306381527,35.717161210659974,1.1784851233277402,0.937377151755814,0.0,34.55558746119352,83.1513437254219,40.72324575086716,77.94416974600466,0.0
JA Samarasekera,6,124,215,4,0,0,148.37779628280106,9.722994679889169,0.14054738144154721,0.0,180.5598589611433,9.39579102706421,0.3108020319742806,0.027432354492181295,31.0,57.674418604651166,inf,15.260503699513738,69.0129285036284,inf,2.0313877320437195,0.8357045535550472,,19.217100342168923,83.98132974936898,39.037381880535115,70.1835796851556,
JA Simpson,2,20,31,2,0,0,24.669014084507044,0.908169014084507,0.3089430894308943,0.016260162601626018,26.863366108021783,0.9388697542860442,0.2452431289640592,0.0306553911205074,10.0,64.51612903225806,inf,27.16346153846154,79.5774647887324,122.99999999999999,0.368141592920354,0.8107336568655438,0.0,28.612452350698856,86.65601970329607,10.533433785744004,70.25495174346584,0.0
JA Snow,4,9,41,2,0,0,17.086753731343286,1.523320895522388,0.0,0.0,31.424434293092354,2.37343763152251,0.030734461665692325,0.0,4.5,21.951219512195124,inf,11.216778934476427,41.675009100837286,inf,0.40118469181634536,0.526723808483922,,13.24005058137308,76.64496169046916,5.311705612120983,40.37072612270821,
JA Turner,1,2,5,0,0,0,2.40301724137931,0.4094827586206896,0.0,0.0,2.794811320754717,0.38030660377358494,0.0010121457489878543,0.0,inf,40.0,inf,5.868421052631579,48.0603448275862,inf,inf,0.8322869955156952,,7.348837209302325,55.89622641509434,inf,46.521702343683906,
JAD Lawrenson,3,116,179,3,1,0,151.7158335385373,4.088217187884758,0.615,0.22499999999999998,147.14551985975027,3.769555911677082,0.627808988764045,0.2345505617977528,38.666666666666664,64.80446927374301,inf,37.110512129380055,84.75744890421079,13.333333333333334,1.0419329846988183,0.7645873030815524,0.0,39.035240040858014,82.20420103896663,40.67210416420601,62.852288374357244,0.0
JAH Marshall,10,250,313,10,1,1,245.726797626163,7.853001430152711,1.566217365002602,0.2890727495776165,266.03835699199,8.032831876132205,1.4953283344192545,0.3587686757285534,25.0,79.87220447284345,10.0,31.290812794539956,78.50696409781565,34.59336798301351,0.7989565552085096,1.0173900543820136,3.459336798301351,33.11887527267495,84.99628018913418,26.460542500236667,86.47437012389209,1.2411016820256298
JAR Blain,25,284,517,19,0,0,379.1575324373407,28.168226708298228,0.32757545831708457,0.009966777408637873,408.03267193148145,28.050377984317972,0.48869502156713646,0.017284381157172516,14.947368421052632,54.932301740812385,inf,13.460468646598995,73.33801401109105,2508.3333333333335,1.1104641906230601,0.7490290333264938,0.0,14.546423301660992,78.92314737552833,16.153282178139396,59.1157287857764,0.0
JB Little,15,81,87,10,0,0,51.07097977300518,6.101088973752194,0.006666666666666667,0.0,52.69489767271646,6.319890675157874,0.02257992925067588,0.0,8.1,93.10344827586206,inf,8.370797408908516,58.70227560115537,inf,0.9676497476070413,1.5860279234904076,,8.337944496389586,60.5688478996741,8.068209887492902,96.06388406252644,
