Bowler,Team,BowlType,Start Date,Ground,Host Country,year,isWorldCup,isICC,Matches,Inn,Runs,Balls,Wickets,Matches_grouped,Inn_grouped,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,inn_diff,matches_diff,AveforWicket,RunRate,AveWicket,AveRR,Home,HomeorAway,Period
Umar Akmal,PAK,Spin,20 Mar 2015,Adelaide,Australia,2015,WorldCup,ICC,1,0,0,0,0,13,3,80,78,2,80,78,2,3,12,40.0,6.153846153846153,>30,>=6 rpo,AUS,Away,After 1965
Umar Akmal,PAK,Spin,21 Feb 2015,Christchurch,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,12,4,157,174,4,157,174,4,4,11,39.25,5.413793103448276,>30,<6 rpo,NZ,Away,After 1965
Umar Akmal,PAK,Spin,23 Feb 2011,Hambantota,Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,15,7,219,276,9,219,276,9,7,14,24.333333333333332,4.760869565217391,<=30,<6 rpo,SL,Away,Upto 2014
Umar Akmal,PAK,Spin,23 Mar 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,13,4,88,195,8,88,195,8,4,12,11.0,2.707692307692308,<=30,<6 rpo,BAN,Away,Upto 2014
Umar Akmal,PAK,Spin,26 Feb 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,15,6,221,282,9,221,282,9,6,14,24.555555555555557,4.702127659574468,<=30,<6 rpo,SL,Away,Upto 2014
Umar Akmal,PAK,Spin,3 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,13,5,148,234,10,148,234,10,5,12,14.8,3.7948717948717947,<=30,<6 rpo,SL,Away,Upto 2014
Umar Akmal,PAK,Spin,30 Mar 2011,Mohali,India,2011,WorldCup,ICC,1,0,0,0,0,14,5,223,300,7,223,300,7,5,13,31.857142857142858,4.46,>30,<6 rpo,IND,Away,Upto 2014
Umar Akmal,PAK,Spin,4 Mar 2015,Napier,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,14,6,165,198,3,165,198,3,6,13,55.0,5.0,>30,<6 rpo,NZ,Away,After 1965
Umar Akmal,PAK,Spin,7 Mar 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,14,3,100,102,1,100,102,1,3,13,100.0,5.88235294117647,>30,<6 rpo,NZ,Away,After 1965
Umar Akmal,PAK,Spin,8 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,14,4,169,198,5,169,198,5,4,13,33.8,5.121212121212121,>30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,13 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,1,38,54,2,8,8,316,452,15,278,398,13,7,7,21.384615384615383,4.190954773869347,<=30,<6 rpo,WI,Away,Upto 2014
Umar Gul,PAK,Pace,14 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,1,36,46,3,6,4,125,160,5,89,114,2,3,5,44.5,4.684210526315789,>30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,17 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,1,24,54,0,10,9,224,460,13,200,406,13,8,9,15.384615384615385,2.955665024630542,<=30,<6 rpo,WI,Away,Upto 2014
Umar Gul,PAK,Pace,19 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,1,30,46,3,9,7,208,292,11,178,246,8,6,8,22.25,4.341463414634147,<=30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,21 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,1,10,30,2,8,7,285,287,11,275,257,9,6,7,30.555555555555557,6.42023346303502,>30,>=6 rpo,WI,Away,Upto 2014
Umar Gul,PAK,Pace,23 Feb 2011,Hambantota,Sri Lanka,2011,WorldCup,ICC,1,1,12,25,2,7,6,200,223,6,188,198,4,5,6,47.0,5.696969696969697,>30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,23 Mar 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,1,13,42,1,9,6,131,191,2,118,149,1,5,8,118.0,4.751677852348993,>30,<6 rpo,BAN,Away,Upto 2014
Umar Gul,PAK,Pace,26 Feb 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,1,60,54,1,7,6,307,318,6,247,264,5,5,6,49.4,5.613636363636363,>30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,3 Mar 2011,Colombo (RPS),Sri Lanka,2011,WorldCup,ICC,1,1,20,42,1,9,8,163,281,9,143,239,8,7,8,17.875,3.589958158995816,<=30,<6 rpo,SL,Away,Upto 2014
Umar Gul,PAK,Pace,30 Mar 2011,Mohali,India,2011,WorldCup,ICC,1,1,69,48,0,8,6,260,299,11,191,251,11,5,7,17.363636363636363,4.565737051792828,<=30,<6 rpo,IND,Away,Upto 2014
Umar Gul,PAK,Pace,8 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,1,32,60,3,8,8,309,352,12,277,292,9,7,7,30.77777777777778,5.691780821917808,>30,<6 rpo,SL,Away,Upto 2014
Usama Mir,PAK,Spin,20 Oct 2023,Bengaluru,India,2023,WorldCup,ICC,1,1,82,54,1,13,5,255,234,5,173,180,4,4,12,43.25,5.766666666666667,>30,<6 rpo,IND,Away,After 1965
Usama Mir,PAK,Spin,23 Oct 2023,Chennai,India,2023,WorldCup,ICC,1,1,55,48,0,14,7,307,354,4,252,306,4,6,13,63.0,4.9411764705882355,>30,<6 rpo,IND,Away,After 1965
Usama Mir,PAK,Spin,27 Oct 2023,Chennai,India,2023,WorldCup,ICC,1,1,45,48,2,16,7,294,302,8,249,254,6,6,15,41.5,5.881889763779528,>30,<6 rpo,IND,Away,After 1965
Usama Mir,PAK,Spin,31 Oct 2023,Eden Gardens,India,2023,WorldCup,ICC,1,1,66,60,1,16,6,236,262,8,170,202,7,5,15,24.285714285714285,5.0495049504950495,<=30,<6 rpo,IND,Away,After 1965
Usman Ghani,AFG,Spin,4 Mar 2015,W.A.C.A,Australia,2015,WorldCup,ICC,1,0,0,0,0,13,6,185,174,3,185,174,3,6,12,61.666666666666664,6.379310344827587,>30,>=6 rpo,AUS,Away,After 1965
Usman Ghani,AFG,Spin,8 Mar 2015,Napier,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,13,3,72,121,5,72,121,5,3,12,14.4,3.5702479338842976,<=30,<6 rpo,NZ,Away,After 1965
V Kohli,IND,Pace,10 Mar 2015,Hamilton,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,11,7,287,275,7,287,275,7,7,10,41.0,6.261818181818182,>30,>=6 rpo,NZ,Away,After 1965
V Kohli,IND,Pace,11 Oct 2023,Delhi,India,2023,WorldCup,ICC,1,0,0,0,0,10,7,304,282,7,304,282,7,7,9,43.42857142857143,6.468085106382979,>30,>=6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,12 Mar 2011,Nagpur,India,2011,WorldCup,ICC,1,0,0,0,0,9,6,325,320,10,325,320,10,6,8,32.5,6.09375,>30,>=6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,12 Nov 2023,Bengaluru,India,2023,WorldCup,ICC,1,1,13,18,1,7,7,395,324,8,382,306,7,6,6,54.57142857142857,7.490196078431373,>30,>=6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,14 Mar 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,12,8,356,387,11,356,387,11,8,11,32.36363636363637,5.51937984496124,>30,<6 rpo,NZ,Away,After 1965
V Kohli,IND,Pace,14 Oct 2023,Ahmedabad,India,2023,WorldCup,ICC,1,0,0,0,0,9,7,228,246,9,228,246,9,7,8,25.333333333333332,5.560975609756098,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,15 Feb 2015,Adelaide,Australia,2015,WorldCup,ICC,1,0,0,0,0,9,6,282,348,14,282,348,14,6,8,20.142857142857142,4.862068965517241,<=30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,15 Nov 2023,Wankhede,India,2023,WorldCup,ICC,1,0,0,0,0,10,6,450,341,13,450,341,13,6,9,34.61538461538461,7.9178885630498534,>30,>=6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,16 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,9,7,328,318,9,328,318,9,7,8,36.44444444444444,6.188679245283019,>30,>=6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,19 Feb 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,7,5,270,252,7,270,252,7,5,6,38.57142857142857,6.428571428571429,>30,>=6 rpo,BAN,Away,Upto 2014
V Kohli,IND,Pace,19 Mar 2015,Melbourne,Australia,2015,WorldCup,ICC,1,0,0,0,0,10,6,298,324,12,298,324,12,6,9,24.833333333333332,5.518518518518518,<=30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,19 Nov 2023,Ahmedabad,India,2023,WorldCup,ICC,1,0,0,0,0,8,7,289,330,11,289,330,11,7,7,26.272727272727273,5.254545454545454,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,19 Oct 2023,Pune,India,2023,WorldCup,ICC,1,1,2,3,0,8,8,318,306,6,316,303,6,7,7,52.666666666666664,6.257425742574258,>30,>=6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,2 Apr 2011,Wankhede,India,2011,WorldCup,ICC,1,1,6,6,0,10,7,320,326,5,314,320,5,6,9,62.8,5.887499999999999,>30,<6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,2 Jul 2019,Birmingham,England,2019,WorldCup,ICC,1,0,0,0,0,11,9,469,444,16,469,444,16,9,10,29.3125,6.337837837837838,<=30,>=6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,2 Nov 2023,Wankhede,India,2023,WorldCup,ICC,1,0,0,0,0,9,7,269,294,15,269,294,15,7,8,17.933333333333334,5.4897959183673475,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,20 Mar 2011,Chennai,India,2011,WorldCup,ICC,1,0,0,0,0,10,6,227,277,12,227,277,12,6,9,18.916666666666668,4.9169675090252705,<=30,<6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,22 Feb 2015,Melbourne,Australia,2015,WorldCup,ICC,1,0,0,0,0,11,7,313,324,8,313,324,8,7,10,39.125,5.796296296296296,>30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,22 Jun 2019,Southampton,England,2019,WorldCup,ICC,1,0,0,0,0,9,5,235,275,11,235,275,11,5,8,21.363636363636363,5.127272727272727,<=30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,22 Oct 2023,Dharamsala,India,2023,WorldCup,ICC,1,0,0,0,0,10,6,322,342,11,322,342,11,6,9,29.272727272727273,5.649122807017544,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,24 Mar 2011,Ahmedabad,India,2011,WorldCup,ICC,1,1,6,6,0,10,7,278,292,5,272,286,5,6,9,54.4,5.706293706293707,>30,<6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,26 Mar 2015,Sydney,Australia,2015,WorldCup,ICC,1,1,7,6,0,11,9,429,431,14,422,425,14,8,10,30.142857142857142,5.957647058823529,>30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,27 Feb 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,11,6,346,305,11,346,305,11,6,10,31.454545454545453,6.806557377049181,>30,>=6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,27 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,11,8,268,344,14,268,344,14,8,10,19.142857142857142,4.674418604651163,<=30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,28 Feb 2015,W.A.C.A,Australia,2015,WorldCup,ICC,1,0,0,0,0,10,7,133,195,5,133,195,5,7,9,26.6,4.092307692307692,<=30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,29 Oct 2023,Lucknow,India,2023,WorldCup,ICC,1,0,0,0,0,9,6,211,287,13,211,287,13,6,8,16.23076923076923,4.411149825783972,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,30 Jun 2019,Birmingham,England,2019,WorldCup,ICC,1,0,0,0,0,12,8,438,444,11,438,444,11,8,11,39.81818181818182,5.918918918918919,>30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,30 Mar 2011,Mohali,India,2011,WorldCup,ICC,1,0,0,0,0,8,6,260,299,11,260,299,11,6,7,23.636363636363637,5.217391304347826,<=30,<6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,5 Jun 2019,Southampton,England,2019,WorldCup,ICC,1,0,0,0,0,8,6,225,327,8,225,327,8,6,7,28.125,4.128440366972477,<=30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,5 Nov 2023,Eden Gardens,India,2023,WorldCup,ICC,1,0,0,0,0,8,6,248,246,6,248,246,6,6,7,41.333333333333336,6.048780487804878,>30,>=6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,6 Jul 2019,Leeds,England,2019,WorldCup,ICC,1,0,0,0,0,13,7,373,405,8,373,405,8,7,12,46.625,5.525925925925925,>30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,6 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,10,7,144,209,6,144,209,6,7,9,24.0,4.133971291866029,<=30,<6 rpo,IND,Home,Upto 2014
V Kohli,IND,Pace,6 Mar 2015,W.A.C.A,Australia,2015,WorldCup,ICC,1,0,0,0,0,14,8,283,378,12,283,378,12,8,13,23.583333333333332,4.492063492063492,<=30,<6 rpo,AUS,Away,After 1965
V Kohli,IND,Pace,8 Oct 2023,Chennai,India,2023,WorldCup,ICC,1,0,0,0,0,9,7,202,269,8,202,269,8,7,8,25.25,4.5055762081784385,<=30,<6 rpo,IND,Home,After 1965
V Kohli,IND,Pace,9 Jul 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,11,8,321,417,12,321,417,12,8,10,26.75,4.618705035971223,<=30,<6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,9 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,0,0,0,0,10,7,433,402,11,433,402,11,7,9,39.36363636363637,6.462686567164179,>30,>=6 rpo,ENG,Away,After 1965
V Kohli,IND,Pace,9 Mar 2011,Delhi,India,2011,WorldCup,ICC,1,0,0,0,0,11,6,169,217,6,169,217,6,6,10,28.166666666666668,4.672811059907834,<=30,<6 rpo,IND,Home,Upto 2014
V Mehra,UAE,Spin,1 Mar 1996,Lahore,Pakistan,1996,WorldCup,ICC,1,0,0,0,0,13,7,236,314,9,236,314,9,7,12,26.22222222222222,4.509554140127388,<=30,<6 rpo,PAK,Away,Upto 2014
V Mehra,UAE,Spin,16 Feb 1996,Rawalpindi,Pakistan,1996,WorldCup,ICC,1,0,0,0,0,10,5,215,210,1,215,210,1,5,9,215.0,6.142857142857142,>30,>=6 rpo,PAK,Away,Upto 2014
V Mehra,UAE,Spin,18 Feb 1996,Peshawar,Pakistan,1996,WorldCup,ICC,1,0,0,0,0,13,6,130,252,5,130,252,5,6,12,26.0,3.095238095238096,<=30,<6 rpo,PAK,Away,Upto 2014
V Mehra,UAE,Spin,27 Feb 1996,Faisalabad,Pakistan,1996,WorldCup,ICC,1,0,0,0,0,12,6,236,294,10,236,294,10,6,11,23.6,4.816326530612245,<=30,<6 rpo,PAK,Away,Upto 2014
V Sehwag,IND,Spin,1 Mar 2003,Centurion,South Africa,2003,WorldCup,ICC,1,1,19,24,0,14,4,134,156,2,115,132,2,3,13,57.5,5.2272727272727275,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,10 Mar 2003,Johannesburg,South Africa,2003,WorldCup,ICC,1,0,0,0,0,14,4,135,144,4,135,144,4,4,13,33.75,5.625,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,12 Feb 2003,Paarl,South Africa,2003,WorldCup,ICC,1,1,6,18,0,12,5,114,216,7,108,198,7,4,11,15.428571428571429,3.2727272727272725,<=30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,12 Mar 2011,Nagpur,India,2011,WorldCup,ICC,1,0,0,0,0,13,7,262,270,6,262,270,6,7,12,43.666666666666664,5.822222222222222,>30,<6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,14 Mar 2003,Centurion,South Africa,2003,WorldCup,ICC,1,1,3,12,1,10,5,69,133,4,66,121,3,4,9,22.0,3.2727272727272725,<=30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,15 Feb 2003,Centurion,South Africa,2003,WorldCup,ICC,1,0,0,0,0,13,5,121,174,3,121,174,3,5,12,40.333333333333336,4.172413793103448,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,17 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,1,17,30,2,13,7,187,306,8,170,276,6,6,12,28.333333333333332,3.695652173913043,<=30,<6 rpo,WI,Away,Upto 2014
V Sehwag,IND,Spin,19 Feb 2003,Harare,Zimbabwe,2003,WorldCup,ICC,1,1,14,18,1,12,5,126,198,6,112,180,5,4,11,22.4,3.7333333333333334,<=30,<6 rpo,ZIM,Away,Upto 2014
V Sehwag,IND,Spin,19 Feb 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,15,7,370,348,4,370,348,4,7,14,92.5,6.379310344827587,>30,>=6 rpo,BAN,Away,Upto 2014
V Sehwag,IND,Spin,19 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,1,15,30,0,10,5,180,181,7,165,151,7,4,9,23.571428571428573,6.556291390728477,<=30,>=6 rpo,WI,Away,Upto 2014
V Sehwag,IND,Spin,2 Apr 2011,Wankhede,India,2011,WorldCup,ICC,1,0,0,0,0,12,6,220,264,4,220,264,4,6,11,55.0,5.0,>30,<6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,20 Mar 2003,Durban,South Africa,2003,WorldCup,ICC,1,1,16,18,0,14,7,244,270,4,228,252,4,6,13,57.0,5.428571428571429,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,23 Feb 2003,Pietermaritzburg,South Africa,2003,WorldCup,ICC,1,1,16,24,0,13,6,187,279,8,171,255,8,5,12,21.375,4.023529411764706,<=30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,23 Mar 2003,Johannesburg,South Africa,2003,WorldCup,ICC,1,1,14,18,0,12,8,220,222,5,206,204,5,7,11,41.2,6.0588235294117645,>30,>=6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,23 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,5,167,235,6,167,235,6,5,11,27.833333333333332,4.263829787234043,<=30,<6 rpo,WI,Away,Upto 2014
V Sehwag,IND,Spin,24 Mar 2011,Ahmedabad,India,2011,WorldCup,ICC,1,0,0,0,0,12,7,238,294,5,238,294,5,7,11,47.6,4.857142857142858,>30,<6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,26 Feb 2003,Durban,South Africa,2003,WorldCup,ICC,1,0,0,0,0,10,2,97,120,1,97,120,1,2,9,97.0,4.85,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,27 Feb 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,11,6,319,294,5,319,294,5,6,10,63.8,6.5102040816326525,>30,>=6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,30 Mar 2011,Mohali,India,2011,WorldCup,ICC,1,0,0,0,0,14,5,223,300,7,223,300,7,5,13,31.857142857142858,4.46,>30,<6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,6 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,12,7,265,354,7,265,354,7,7,11,37.857142857142854,4.491525423728814,>30,<6 rpo,IND,Home,Upto 2014
V Sehwag,IND,Spin,7 Mar 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,0,0,0,0,13,6,198,233,4,198,233,4,6,12,49.5,5.098712446351931,>30,<6 rpo,SA,Away,Upto 2014
V Sehwag,IND,Spin,9 Mar 2011,Delhi,India,2011,WorldCup,ICC,1,0,0,0,0,11,6,202,282,7,202,282,7,6,10,28.857142857142858,4.297872340425532,<=30,<6 rpo,IND,Home,Upto 2014
V Shankar,IND,Pace,16 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,1,22,32,2,9,7,328,318,9,306,286,7,6,8,43.714285714285715,6.41958041958042,>30,>=6 rpo,ENG,Away,After 1965
V Shankar,IND,Pace,22 Jun 2019,Southampton,England,2019,WorldCup,ICC,1,0,0,0,0,9,5,235,275,11,235,275,11,5,8,21.363636363636363,5.127272727272727,<=30,<6 rpo,ENG,Away,After 1965
V Shankar,IND,Pace,27 Jun 2019,Manchester,England,2019,WorldCup,ICC,1,0,0,0,0,11,8,268,344,14,268,344,14,8,10,19.142857142857142,4.674418604651163,<=30,<6 rpo,ENG,Away,After 1965
V Sibanda,ZIM,Spin,14 Mar 2011,Pallekele,Sri Lanka,2011,WorldCup,ICC,1,0,0,0,0,16,7,188,283,5,188,283,5,7,15,37.6,3.9858657243816253,>30,<6 rpo,SL,Away,Upto 2014
V Sibanda,ZIM,Spin,15 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,10,5,127,174,4,127,174,4,5,9,31.75,4.379310344827586,>30,<6 rpo,WI,Away,Upto 2014
V Sibanda,ZIM,Spin,19 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,4,123,198,0,123,198,0,4,11,inf,3.7272727272727275,>30,<6 rpo,WI,Away,Upto 2014
V Sibanda,ZIM,Spin,20 Mar 2011,Eden Gardens,India,2011,WorldCup,ICC,1,0,0,0,0,13,7,247,300,8,247,300,8,7,12,30.875,4.94,>30,<6 rpo,IND,Away,Upto 2014
V Sibanda,ZIM,Spin,21 Mar 2007,Kingston,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,6,160,127,7,160,127,7,6,13,22.857142857142858,7.559055118110236,<=30,>=6 rpo,WI,Away,Upto 2014
VA Holder,WI,Pace,11 Jun 1975,Birmingham,England,1975,WorldCup,ICC,1,1,56,72,0,11,9,411,606,12,355,534,12,8,10,29.583333333333332,3.98876404494382,<=30,<6 rpo,ENG,Away,Upto 2014
VA Holder,WI,Pace,14 Jun 1975,The Oval,England,1975,WorldCup,ICC,1,1,31,60,1,12,9,299,478,9,268,418,8,8,11,33.5,3.84688995215311,>30,<6 rpo,ENG,Away,Upto 2014
VA Holder,WI,Pace,18 Jun 1975,The Oval,England,1975,WorldCup,ICC,1,1,30,50,3,11,9,285,531,15,255,481,12,8,10,21.25,3.1808731808731805,<=30,<6 rpo,ENG,Away,Upto 2014
VA Holder,WI,Pace,21 Jun 1975,Lord's,England,1975,WorldCup,ICC,1,1,65,70,0,13,11,530,712,13,465,642,13,10,12,35.76923076923077,4.345794392523365,>30,<6 rpo,ENG,Away,Upto 2014
VA Holder,WI,Pace,7 Jun 1975,Manchester,England,1975,WorldCup,ICC,1,1,2,8,1,11,6,92,236,10,90,228,9,5,10,10.0,2.3684210526315788,<=30,<6 rpo,ENG,Away,Upto 2014
VB John,SL,Pace,11 Jun 1983,Taunton,England,1983,WorldCup,ICC,1,1,55,72,1,13,8,478,564,11,423,492,10,7,12,42.3,5.158536585365853,>30,<6 rpo,ENG,Away,Upto 2014
VB John,SL,Pace,13 Jun 1983,Bristol,England,1983,WorldCup,ICC,1,1,49,50,1,13,10,359,519,14,310,469,13,9,12,23.846153846153847,3.9658848614072495,<=30,<6 rpo,ENG,Away,Upto 2014
VB John,SL,Pace,13 Oct 1987,Karachi,Pakistan,1987,WorldCup,ICC,1,1,48,60,0,11,9,364,336,6,316,276,6,8,10,52.666666666666664,6.869565217391305,>30,>=6 rpo,PAK,Away,Upto 2014
VB John,SL,Pace,16 Jun 1983,Leeds,England,1983,WorldCup,ICC,1,1,48,72,0,11,8,277,423,9,229,351,9,7,10,25.444444444444443,3.9145299145299144,<=30,<6 rpo,ENG,Away,Upto 2014
VB John,SL,Pace,17 Oct 1987,Peshawar,Pakistan,1987,WorldCup,ICC,1,1,44,60,0,13,10,286,354,5,242,294,5,9,12,48.4,4.938775510204081,>30,<6 rpo,PAK,Away,Upto 2014
VB John,SL,Pace,20 Jun 1983,Leeds,England,1983,WorldCup,ICC,1,1,41,36,0,13,9,204,395,9,163,359,9,8,12,18.11111111111111,2.724233983286908,<=30,<6 rpo,ENG,Away,Upto 2014
VB John,SL,Pace,21 Oct 1987,Kanpur,India,1987,WorldCup,ICC,1,1,25,30,0,11,6,222,294,9,197,264,9,5,10,21.88888888888889,4.4772727272727275,<=30,<6 rpo,IND,Away,Upto 2014
VB John,SL,Pace,25 Oct 1987,Faisalabad,Pakistan,1987,WorldCup,ICC,1,1,53,48,1,10,6,243,288,4,190,240,3,5,9,63.333333333333336,4.75,>30,<6 rpo,PAK,Away,Upto 2014
VB John,SL,Pace,30 Oct 1987,Pune,India,1987,WorldCup,ICC,1,1,19,36,0,12,6,206,290,3,187,254,3,5,11,62.333333333333336,4.417322834645669,>30,<6 rpo,IND,Away,Upto 2014
VB John,SL,Pace,8 Oct 1987,Hyderabad (Sind),Pakistan,1987,WorldCup,ICC,1,1,37,60,0,11,8,309,356,9,272,296,9,7,10,30.22222222222222,5.513513513513514,>30,<6 rpo,PAK,Away,Upto 2014
VB John,SL,Pace,9 Jun 1983,Swansea,Wales,1983,WorldCup,ICC,1,1,58,72,1,13,9,433,510,10,375,438,9,8,12,41.666666666666664,5.136986301369863,>30,<6 rpo,Wales,Away,Upto 2014
VC Drakes,WI,Pace,13 Feb 2003,Gqeberha,South Africa,2003,WorldCup,ICC,1,1,49,60,2,12,10,331,454,13,282,394,11,9,11,25.636363636363637,4.2944162436548226,<=30,<6 rpo,SA,Away,Upto 2014
VC Drakes,WI,Pace,18 Feb 2003,Benoni,South Africa,2003,WorldCup,ICC,1,1,17,24,1,7,5,186,217,7,169,193,6,4,6,28.166666666666668,5.253886010362694,<=30,<6 rpo,SA,Away,Upto 2014
VC Drakes,WI,Pace,23 Feb 2003,Centurion,South Africa,2003,WorldCup,ICC,1,1,44,59,5,9,8,278,242,10,234,183,5,7,8,46.8,7.672131147540984,>30,>=6 rpo,SA,Away,Upto 2014
VC Drakes,WI,Pace,28 Feb 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,1,32,60,1,8,7,247,336,7,215,276,6,6,7,35.833333333333336,4.673913043478261,>30,<6 rpo,SA,Away,Upto 2014
VC Drakes,WI,Pace,4 Mar 2003,Kimberley,South Africa,2003,WorldCup,ICC,1,1,33,60,5,8,7,195,311,12,162,251,7,6,7,23.142857142857142,3.8725099601593627,<=30,<6 rpo,SA,Away,Upto 2014
VC Drakes,WI,Pace,9 Feb 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,1,33,48,2,11,8,382,444,10,349,396,8,7,10,43.625,5.287878787878787,>30,<6 rpo,SA,Away,Upto 2014
VD Philander,SA,Pace,12 Mar 2015,Wellington,New Zealand,2015,WorldCup,ICC,1,1,34,51,2,9,9,377,419,12,343,368,10,8,8,34.3,5.592391304347826,>30,<6 rpo,NZ,Away,After 1965
VD Philander,SA,Pace,15 Feb 2015,Hamilton,New Zealand,2015,WorldCup,ICC,1,1,30,48,2,11,9,424,368,8,394,320,6,8,10,65.66666666666667,7.387499999999999,>30,>=6 rpo,NZ,Away,After 1965
