Bowler,Team,BowlType,Start Date,Ground,Host Country,year,isWorldCup,isICC,Matches,Inn,Runs,Balls,Wickets,Matches_grouped,Inn_grouped,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,inn_diff,matches_diff,AveforWicket,RunRate,AveWicket,AveRR,Home,HomeorAway,Period
GE Peckover,ZIM,Spin,20 Jun 1983,Birmingham,England,1983,WorldCup,ICC,1,0,0,0,0,10,3,91,216,3,91,216,3,3,9,30.333333333333332,2.5277777777777777,>30,<6 rpo,ENG,Away,Upto 2014
GEF Barnett,CAN,Pace,14 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,10,6,223,260,4,223,260,4,6,9,55.75,5.146153846153846,>30,<6 rpo,WI,Away,Upto 2014
GEF Barnett,CAN,Pace,18 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,11,7,339,371,7,339,371,7,7,10,48.42857142857143,5.482479784366577,>30,<6 rpo,WI,Away,Upto 2014
GEF Barnett,CAN,Pace,22 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,8,287,297,2,287,297,2,8,11,143.5,5.7979797979797985,>30,<6 rpo,WI,Away,Upto 2014
GF Labrooy,SL,Pace,9 Mar 1992,Ballarat,Australia,1992,WorldCup,ICC,1,1,68,60,1,14,9,366,438,11,298,378,10,8,13,29.8,4.73015873015873,<=30,<6 rpo,AUS,Away,Upto 2014
GF Lawson,AUS,Pace,11 Jun 1983,Leeds,England,1983,WorldCup,ICC,1,1,29,72,3,15,9,313,489,17,284,417,14,8,14,20.285714285714285,4.086330935251798,<=30,<6 rpo,ENG,Away,Upto 2014
GF Lawson,AUS,Pace,13 Jun 1983,Nottingham,England,1983,WorldCup,ICC,1,1,25,30,1,14,9,366,491,16,341,461,15,8,13,22.733333333333334,4.43817787418655,<=30,<6 rpo,ENG,Away,Upto 2014
GF Lawson,AUS,Pace,20 Jun 1983,Chelmsford,England,1983,WorldCup,ICC,1,1,40,60,1,14,9,287,487,18,247,427,17,8,13,14.529411764705882,3.470725995316159,<=30,<6 rpo,ENG,Away,Upto 2014
GF Lawson,AUS,Pace,9 Jun 1983,Nottingham,England,1983,WorldCup,ICC,1,1,33,66,0,13,10,385,618,11,352,552,11,9,12,32.0,3.826086956521739,>30,<6 rpo,ENG,Away,Upto 2014
GG Arnold,ENG,Pace,11 Jun 1975,Nottingham,England,1975,WorldCup,ICC,1,1,35,72,1,8,7,303,504,9,268,432,8,6,7,33.5,3.7222222222222223,>30,<6 rpo,ENG,Home,Upto 2014
GG Arnold,ENG,Pace,18 Jun 1975,Leeds,England,1975,WorldCup,ICC,1,1,15,46,1,12,8,160,390,16,145,344,15,7,11,9.666666666666666,2.5290697674418605,<=30,<6 rpo,ENG,Home,Upto 2014
GG Arnold,ENG,Pace,7 Jun 1975,Lord's,England,1975,WorldCup,ICC,1,1,20,60,1,9,9,355,576,7,335,516,6,8,8,55.833333333333336,3.8953488372093026,>30,<6 rpo,ENG,Home,Upto 2014
GH Dockrell,IRE,Spin,10 Mar 2015,Hamilton,New Zealand,2015,WorldCup,ICC,1,1,44,30,0,11,6,224,240,4,180,210,4,5,10,45.0,5.142857142857142,>30,<6 rpo,NZ,Away,After 1965
GH Dockrell,IRE,Spin,11 Mar 2011,Mohali,India,2011,WorldCup,ICC,1,1,15,18,1,10,4,117,126,5,102,108,4,3,9,25.5,5.666666666666666,<=30,<6 rpo,IND,Away,Upto 2014
GH Dockrell,IRE,Spin,15 Mar 2011,Eden Gardens,India,2011,WorldCup,ICC,1,1,37,60,1,13,5,157,228,7,120,168,6,4,12,20.0,4.285714285714286,<=30,<6 rpo,IND,Away,Upto 2014
GH Dockrell,IRE,Spin,15 Mar 2015,Adelaide,Australia,2015,WorldCup,ICC,1,1,43,36,0,13,4,106,121,1,63,85,1,3,12,63.0,4.447058823529412,>30,<6 rpo,AUS,Away,After 1965
GH Dockrell,IRE,Spin,16 Feb 2015,Nelson,New Zealand,2015,WorldCup,ICC,1,1,50,60,3,10,5,175,228,5,125,168,2,4,9,62.5,4.464285714285714,>30,<6 rpo,NZ,Away,After 1965
GH Dockrell,IRE,Spin,18 Mar 2011,Eden Gardens,India,2011,WorldCup,ICC,1,1,15,22,0,10,5,196,230,5,181,208,5,4,9,36.2,5.221153846153847,>30,<6 rpo,IND,Away,Upto 2014
GH Dockrell,IRE,Spin,2 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,1,68,60,1,9,4,209,222,5,141,162,4,3,8,35.25,5.222222222222222,>30,<6 rpo,IND,Away,Upto 2014
GH Dockrell,IRE,Spin,25 Feb 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,1,23,60,2,14,6,172,288,8,149,228,6,5,13,24.833333333333332,3.921052631578948,<=30,<6 rpo,BAN,Away,Upto 2014
GH Dockrell,IRE,Spin,25 Feb 2015,Brisbane,Australia,2015,WorldCup,ICC,1,1,39,42,1,13,4,149,210,5,110,168,4,3,12,27.5,3.928571428571429,<=30,<6 rpo,AUS,Away,After 1965
GH Dockrell,IRE,Spin,3 Mar 2015,Canberra,Australia,2015,WorldCup,ICC,1,1,56,60,0,13,6,280,276,2,224,216,2,5,12,112.0,6.222222222222221,>30,>=6 rpo,AUS,Away,After 1965
GH Dockrell,IRE,Spin,6 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,1,49,60,2,12,7,265,354,7,216,294,5,6,11,43.2,4.408163265306123,>30,<6 rpo,IND,Away,Upto 2014
GH Dockrell,IRE,Spin,7 Mar 2015,Hobart,Australia,2015,WorldCup,ICC,1,1,56,60,1,12,5,261,228,5,205,168,4,4,11,51.25,7.321428571428572,>30,>=6 rpo,AUS,Away,After 1965
GI Allott,NZ,Pace,10 Jun 1999,Birmingham,England,1999,WorldCup,ICC,1,1,42,60,1,17,12,480,600,11,438,540,10,11,16,43.8,4.866666666666667,>30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,12 Jun 1999,Nottingham,England,1999,WorldCup,ICC,1,1,33,60,1,16,11,415,516,9,382,456,8,10,15,47.75,5.026315789473685,>30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,16 Jun 1999,Manchester,England,1999,WorldCup,ICC,1,1,41,54,0,14,11,399,507,8,358,453,8,10,13,44.75,4.741721854304636,>30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,17 May 1999,Chelmsford,England,1999,WorldCup,ICC,1,1,30,52,3,14,8,180,376,12,150,324,9,7,13,16.666666666666668,2.7777777777777777,<=30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,20 May 1999,Cardiff,England,1999,WorldCup,ICC,1,1,37,60,4,15,11,356,494,11,319,434,7,10,14,45.57142857142857,4.410138248847926,>30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,24 May 1999,Southampton,England,1999,WorldCup,ICC,1,1,39,60,1,15,10,304,555,13,265,495,12,9,14,22.083333333333332,3.212121212121212,<=30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,28 May 1999,Derby,England,1999,WorldCup,ICC,1,1,64,60,4,14,10,387,504,12,323,444,8,9,13,40.375,4.364864864864865,>30,<6 rpo,ENG,Away,Upto 2014
GI Allott,NZ,Pace,31 May 1999,Edinburgh,Scotland,1999,WorldCup,ICC,1,1,15,60,3,16,9,233,360,14,218,300,11,8,15,19.818181818181817,4.36,<=30,<6 rpo,Scotland,Away,Upto 2014
GI Allott,NZ,Pace,6 Jun 1999,Leeds,England,1999,WorldCup,ICC,1,1,24,60,3,14,10,229,387,12,205,327,9,9,13,22.77777777777778,3.761467889908257,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Bailey,AUS,Pace,14 Feb 2015,Melbourne,Australia,2015,WorldCup,ICC,1,0,0,0,0,12,9,443,455,17,443,455,17,9,11,26.058823529411764,5.841758241758241,<=30,<6 rpo,AUS,Home,After 1965
GJ Cosier,AUS,Pace,13 Jun 1979,Nottingham,England,1979,WorldCup,ICC,1,1,54,72,3,12,9,353,607,12,299,535,9,8,11,33.22222222222222,3.3532710280373834,>30,<6 rpo,ENG,Away,Upto 2014
GJ Cosier,AUS,Pace,16 Jun 1979,Birmingham,England,1979,WorldCup,ICC,1,1,17,44,2,13,9,176,332,13,159,288,11,8,12,14.454545454545455,3.3125,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Cosier,AUS,Pace,9 Jun 1979,Lord's,England,1979,WorldCup,ICC,1,1,24,48,0,17,10,263,577,8,239,529,8,9,16,29.875,2.710775047258979,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Gilmour,AUS,Pace,18 Jun 1975,Leeds,England,1975,WorldCup,ICC,1,1,14,72,6,12,8,160,390,16,146,318,10,7,11,14.6,2.7547169811320753,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Gilmour,AUS,Pace,21 Jun 1975,Lord's,England,1975,WorldCup,ICC,1,1,48,72,5,13,11,530,712,13,482,640,8,10,12,60.25,4.518750000000001,>30,<6 rpo,ENG,Away,Upto 2014
GJ Maxwell,AUS,Spin,1 Jun 2019,Bristol,England,2019,WorldCup,ICC,1,0,0,0,0,13,4,189,161,5,189,161,5,4,12,37.8,7.043478260869566,>30,>=6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,11 Jul 2019,Birmingham,England,2019,WorldCup,ICC,1,0,0,0,0,11,3,124,96,3,124,96,3,3,10,41.333333333333336,7.75,>30,>=6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,12 Jun 2019,Taunton,England,2019,WorldCup,ICC,1,1,58,42,0,13,4,157,120,2,99,78,2,3,12,49.5,7.615384615384615,>30,>=6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,12 Oct 2023,Lucknow,India,2023,WorldCup,ICC,1,1,34,60,2,13,4,172,227,7,138,167,5,3,12,27.6,4.958083832335329,<=30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,14 Feb 2015,Melbourne,Australia,2015,WorldCup,ICC,1,1,33,24,0,10,4,123,96,0,90,72,0,3,9,inf,7.5,>30,>=6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,14 Mar 2015,Hobart,Australia,2015,WorldCup,ICC,1,1,24,24,1,12,2,31,26,1,7,2,0,1,11,inf,21.0,>30,>=6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,15 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,1,46,60,0,10,3,103,120,2,57,60,2,2,9,28.5,5.699999999999999,<=30,<6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,16 Nov 2023,Eden Gardens,India,2023,WorldCup,ICC,1,1,35,60,0,14,6,200,300,6,165,240,6,5,13,27.5,4.125,<=30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,16 Oct 2023,Lucknow,India,2023,WorldCup,ICC,1,1,36,57,1,14,5,198,221,6,162,164,5,4,13,32.4,5.926829268292683,>30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,19 Nov 2023,Ahmedabad,India,2023,WorldCup,ICC,1,1,35,36,1,14,5,182,228,2,147,192,1,4,13,147.0,4.59375,>30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,20 Jun 2019,Nottingham,England,2019,WorldCup,ICC,1,1,25,18,0,13,4,202,168,1,177,150,1,3,12,177.0,7.08,>30,>=6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,20 Mar 2015,Adelaide,Australia,2015,WorldCup,ICC,1,1,43,42,2,13,3,80,78,2,37,36,0,2,12,inf,6.166666666666666,>30,>=6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,20 Oct 2023,Bengaluru,India,2023,WorldCup,ICC,1,1,40,30,0,13,5,255,234,5,215,204,5,4,12,43.0,6.3235294117647065,>30,>=6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,25 Jun 2019,Lord's,England,2019,WorldCup,ICC,1,1,15,12,0,10,4,149,162,1,134,150,1,3,9,134.0,5.359999999999999,>30,<6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,25 Oct 2023,Delhi,India,2023,WorldCup,ICC,1,0,0,0,0,13,4,127,114,5,127,114,5,4,12,25.4,6.684210526315789,<=30,>=6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,26 Mar 2015,Sydney,Australia,2015,WorldCup,ICC,1,1,18,30,0,11,3,116,150,1,98,120,1,2,10,98.0,4.9,>30,<6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,28 Feb 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,1,7,6,1,12,2,48,66,3,41,60,2,1,11,20.5,4.1,<=30,<6 rpo,NZ,Away,After 1965
GJ Maxwell,AUS,Spin,28 Oct 2023,Dharamsala,India,2023,WorldCup,ICC,1,1,62,60,1,11,5,309,288,9,247,228,8,4,10,30.875,6.5,>30,>=6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,29 Jun 2019,Lord's,England,2019,WorldCup,ICC,1,1,18,24,0,12,7,150,198,3,132,174,3,6,11,44.0,4.551724137931034,>30,<6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,29 Mar 2015,Melbourne,Australia,2015,WorldCup,ICC,1,1,37,42,1,12,2,62,72,1,25,30,0,1,11,inf,5.0,>30,<6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,4 Mar 2015,W.A.C.A,Australia,2015,WorldCup,ICC,1,1,21,24,1,13,6,185,174,3,164,150,2,5,12,82.0,6.56,>30,>=6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,6 Jul 2019,Manchester,England,2019,WorldCup,ICC,1,1,57,60,0,13,6,258,258,3,201,198,3,5,12,67.0,6.090909090909091,>30,>=6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,6 Jun 2019,Nottingham,England,2019,WorldCup,ICC,1,1,31,36,0,12,3,120,126,1,89,90,1,2,11,89.0,5.933333333333334,>30,<6 rpo,ENG,Away,After 1965
GJ Maxwell,AUS,Spin,7 Nov 2023,Wankhede,India,2023,WorldCup,ICC,1,1,55,60,1,13,7,317,323,4,262,263,3,6,12,87.33333333333333,5.977186311787072,>30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,8 Mar 2015,Sydney,Australia,2015,WorldCup,ICC,1,1,35,36,0,13,5,264,222,2,229,186,2,4,12,114.5,7.387096774193548,>30,>=6 rpo,AUS,Home,After 1965
GJ Maxwell,AUS,Spin,8 Oct 2023,Chennai,India,2023,WorldCup,ICC,1,1,33,48,0,13,5,190,276,6,157,228,6,4,12,26.166666666666668,4.131578947368421,<=30,<6 rpo,IND,Away,After 1965
GJ Maxwell,AUS,Spin,9 Jun 2019,The Oval,England,2019,WorldCup,ICC,1,1,45,42,0,12,5,226,198,2,181,156,2,4,11,90.5,6.961538461538462,>30,>=6 rpo,ENG,Away,After 1965
GJ Whittall,ZIM,Pace,1 Mar 1996,Nagpur,India,1996,WorldCup,ICC,1,1,11,12,0,12,8,157,282,5,146,270,5,7,11,29.2,3.2444444444444445,<=30,<6 rpo,IND,Away,Upto 2014
GJ Whittall,ZIM,Pace,10 Feb 2003,Harare,Zimbabwe,2003,WorldCup,ICC,1,1,20,30,2,9,6,228,234,4,208,204,2,5,8,104.0,6.117647058823529,>30,>=6 rpo,ZIM,Home,Upto 2014
GJ Whittall,ZIM,Pace,11 Jun 1999,The Oval,England,1999,WorldCup,ICC,1,1,39,48,1,10,8,252,366,12,213,318,11,7,9,19.363636363636363,4.018867924528301,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,15 May 1999,Taunton,England,1999,WorldCup,ICC,1,1,20,36,0,9,7,268,330,6,248,294,6,6,8,41.333333333333336,5.061224489795919,>30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,16 Feb 1996,Hyderabad (Deccan),India,1996,WorldCup,ICC,1,1,8,12,0,13,8,207,366,5,199,354,5,7,12,39.8,3.3728813559322033,>30,<6 rpo,IND,Away,Upto 2014
GJ Whittall,ZIM,Pace,19 Feb 2003,Harare,Zimbabwe,2003,WorldCup,ICC,1,1,37,36,1,10,8,287,370,11,250,334,10,7,9,25.0,4.491017964071856,<=30,<6 rpo,ZIM,Home,Upto 2014
GJ Whittall,ZIM,Pace,19 May 1999,Leicester,England,1999,WorldCup,ICC,1,1,26,24,1,13,11,359,402,15,333,378,14,10,12,23.785714285714285,5.285714285714286,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,21 Feb 1996,Colombo (SSC),Sri Lanka,1996,WorldCup,ICC,1,1,20,12,0,10,7,212,264,5,192,252,5,6,9,38.4,4.571428571428571,>30,<6 rpo,SL,Away,Upto 2014
GJ Whittall,ZIM,Pace,22 May 1999,Worcester,England,1999,WorldCup,ICC,1,1,35,60,3,11,9,300,438,10,265,378,7,8,10,37.857142857142854,4.2063492063492065,>30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,24 Feb 2003,Bulawayo,Zimbabwe,2003,WorldCup,ICC,1,1,26,21,0,12,8,325,363,6,299,342,6,7,11,49.833333333333336,5.245614035087719,>30,<6 rpo,ZIM,Home,Upto 2014
GJ Whittall,ZIM,Pace,25 May 1999,Nottingham,England,1999,WorldCup,ICC,1,1,23,24,0,15,11,286,474,10,263,450,10,10,14,26.3,3.506666666666667,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,26 Feb 1996,Patna,India,1996,WorldCup,ICC,1,0,0,0,0,10,4,43,95,3,43,95,3,4,9,14.333333333333334,2.7157894736842105,<=30,<6 rpo,IND,Away,Upto 2014
GJ Whittall,ZIM,Pace,27 Feb 1996,Patna,India,1996,WorldCup,ICC,1,1,21,30,0,10,8,167,308,6,146,278,6,7,9,24.333333333333332,3.1510791366906474,<=30,<6 rpo,IND,Away,Upto 2014
GJ Whittall,ZIM,Pace,28 Feb 2003,Bulawayo,Zimbabwe,2003,WorldCup,ICC,1,1,19,30,1,13,9,317,414,11,298,384,10,8,12,29.8,4.65625,<=30,<6 rpo,ZIM,Home,Upto 2014
GJ Whittall,ZIM,Pace,29 May 1999,Chelmsford,England,1999,WorldCup,ICC,1,1,20,24,0,13,10,316,452,12,296,428,12,9,12,24.666666666666668,4.149532710280374,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,4 Mar 2003,Bulawayo,Zimbabwe,2003,WorldCup,ICC,1,0,0,0,0,11,2,47,66,2,47,66,2,2,10,23.5,4.272727272727273,<=30,<6 rpo,ZIM,Home,Upto 2014
GJ Whittall,ZIM,Pace,6 Jun 1999,Leeds,England,1999,WorldCup,ICC,1,1,9,18,1,14,10,229,387,12,220,369,11,9,13,20.0,3.5772357723577235,<=30,<6 rpo,ENG,Away,Upto 2014
GJ Whittall,ZIM,Pace,6 Mar 1996,Kanpur,India,1996,WorldCup,ICC,1,1,19,18,0,11,7,235,312,8,216,294,8,6,10,27.0,4.408163265306123,<=30,<6 rpo,IND,Away,Upto 2014
GJ Whittall,ZIM,Pace,8 Mar 2003,Bloemfontein,South Africa,2003,WorldCup,ICC,1,1,19,18,0,14,10,362,428,8,343,410,8,9,13,42.875,5.019512195121951,>30,<6 rpo,SA,Away,Upto 2014
GJ Whittall,ZIM,Pace,9 Jun 1999,Lord's,England,1999,WorldCup,ICC,1,1,24,24,1,10,8,351,390,8,327,366,7,7,9,46.714285714285715,5.360655737704918,>30,<6 rpo,ENG,Away,Upto 2014
GJAF Aponso,NED,Spin,1 Mar 1996,Lahore,Pakistan,1996,WorldCup,ICC,1,1,47,44,0,13,7,236,314,9,189,270,9,6,12,21.0,4.199999999999999,<=30,<6 rpo,PAK,Away,Upto 2014
GJAF Aponso,NED,Spin,17 Feb 1996,Vadodara,India,1996,WorldCup,ICC,1,1,60,60,1,10,5,194,210,6,134,150,5,4,9,26.8,5.359999999999999,<=30,<6 rpo,IND,Away,Upto 2014
GJAF Aponso,NED,Spin,22 Feb 1996,Peshawar,Pakistan,1996,WorldCup,ICC,1,1,55,48,0,9,5,182,216,1,127,168,1,4,8,127.0,4.535714285714286,>30,<6 rpo,PAK,Away,Upto 2014
GJAF Aponso,NED,Spin,26 Feb 1996,Lahore,Pakistan,1996,WorldCup,ICC,1,1,38,30,0,11,5,113,180,1,75,150,1,4,10,75.0,3.0,>30,<6 rpo,PAK,Away,Upto 2014
GJAF Aponso,NED,Spin,5 Mar 1996,Rawalpindi,Pakistan,1996,WorldCup,ICC,1,1,57,60,1,10,5,197,240,4,140,180,3,4,9,46.666666666666664,4.666666666666667,>30,<6 rpo,PAK,Away,Upto 2014
GM Hamilton,SCOT,Pace,14 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,8,319,360,8,319,360,8,8,13,39.875,5.316666666666666,>30,<6 rpo,WI,Away,Upto 2014
GM Hamilton,SCOT,Pace,16 May 1999,Worcester,England,1999,WorldCup,ICC,1,1,37,53,0,12,9,269,449,6,232,396,6,8,11,38.666666666666664,3.515151515151515,>30,<6 rpo,ENG,Away,Upto 2014
GM Hamilton,SCOT,Pace,20 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,9,264,354,6,264,354,6,9,13,44.0,4.474576271186441,>30,<6 rpo,WI,Away,Upto 2014
GM Hamilton,SCOT,Pace,20 May 1999,Chester-le-Street,England,1999,WorldCup,ICC,1,1,36,60,2,10,9,295,431,13,259,371,11,8,9,23.545454545454547,4.188679245283018,<=30,<6 rpo,ENG,Away,Upto 2014
GM Hamilton,SCOT,Pace,22 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,9,190,258,9,190,258,9,9,13,21.11111111111111,4.4186046511627906,<=30,<6 rpo,WI,Away,Upto 2014
GM Hamilton,SCOT,Pace,24 May 1999,Edinburgh,Scotland,1999,WorldCup,ICC,1,1,25,60,0,11,8,240,414,13,215,354,13,7,10,16.53846153846154,3.6440677966101696,<=30,<6 rpo,Scotland,Away,Upto 2014
GM Hamilton,SCOT,Pace,27 May 1999,Leicester,England,1999,WorldCup,ICC,1,1,17,6,0,14,8,136,250,12,119,244,12,7,13,9.916666666666666,2.9262295081967213,<=30,<6 rpo,ENG,Away,Upto 2014
GM Hamilton,SCOT,Pace,31 May 1999,Edinburgh,Scotland,1999,WorldCup,ICC,1,1,34,35,1,16,9,233,360,14,199,325,13,8,15,15.307692307692308,3.6738461538461538,<=30,<6 rpo,Scotland,Away,Upto 2014
GM Turner,NZ,Spin,11 Jun 1975,Nottingham,England,1975,WorldCup,ICC,1,0,0,0,0,14,3,131,216,6,131,216,6,3,13,21.833333333333332,3.6388888888888893,<=30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,11 Jun 1983,Birmingham,England,1983,WorldCup,ICC,1,0,0,0,0,10,5,125,228,7,125,228,7,5,9,17.857142857142858,3.2894736842105265,<=30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,13 Jun 1979,Leeds,England,1979,WorldCup,ICC,1,0,0,0,0,11,3,85,174,0,85,174,0,3,10,inf,2.931034482758621,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,13 Jun 1983,Bristol,England,1983,WorldCup,ICC,1,0,0,0,0,9,1,39,54,1,39,54,1,1,8,39.0,4.333333333333333,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,14 Jun 1975,Manchester,England,1975,WorldCup,ICC,1,0,0,0,0,15,4,131,234,3,131,234,3,4,14,43.666666666666664,3.358974358974359,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,15 Jun 1983,Birmingham,England,1983,WorldCup,ICC,1,0,0,0,0,10,2,100,144,2,100,144,2,2,9,50.0,4.166666666666666,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,16 Jun 1979,Nottingham,England,1979,WorldCup,ICC,1,0,0,0,0,8,1,12,18,0,12,18,0,1,7,inf,4.0,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,18 Jun 1975,The Oval,England,1975,WorldCup,ICC,1,0,0,0,0,11,1,15,24,0,15,24,0,1,10,inf,3.75,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,18 Jun 1983,Derby,England,1983,WorldCup,ICC,1,0,0,0,0,8,1,11,72,2,11,72,2,1,7,5.5,0.9166666666666667,<=30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,20 Jun 1979,Manchester,England,1979,WorldCup,ICC,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,,,,,ENG,Away,Upto 2014
GM Turner,NZ,Spin,20 Jun 1983,Nottingham,England,1983,WorldCup,ICC,1,0,0,0,0,10,5,156,240,3,156,240,3,5,9,52.0,3.9000000000000004,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,7 Jun 1975,Birmingham,England,1975,WorldCup,ICC,1,0,0,0,0,13,4,153,252,6,153,252,6,4,12,25.5,3.6428571428571423,<=30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,9 Jun 1979,Nottingham,England,1979,WorldCup,ICC,1,0,0,0,0,8,2,81,126,1,81,126,1,2,7,81.0,3.8571428571428577,>30,<6 rpo,ENG,Away,Upto 2014
GM Turner,NZ,Spin,9 Jun 1983,The Oval,England,1983,WorldCup,ICC,1,0,0,0,0,7,1,39,72,2,39,72,2,1,6,19.5,3.25,<=30,<6 rpo,ENG,Away,Upto 2014
GM Wood,AUS,Pace,11 Jun 1983,Leeds,England,1983,WorldCup,ICC,1,0,0,0,0,15,9,313,489,17,313,489,17,9,14,18.41176470588235,3.8404907975460123,<=30,<6 rpo,ENG,Away,Upto 2014
GM Wood,AUS,Pace,16 Jun 1983,Southampton,England,1983,WorldCup,ICC,1,0,0,0,0,13,9,375,521,11,375,521,11,9,12,34.09090909090909,4.318618042226488,>30,<6 rpo,ENG,Away,Upto 2014
GM Wood,AUS,Pace,18 Jun 1983,Lord's,England,1983,WorldCup,ICC,1,0,0,0,0,15,8,392,563,6,392,563,6,8,14,65.33333333333333,4.177619893428064,>30,<6 rpo,ENG,Away,Upto 2014
GM Wood,AUS,Pace,20 Jun 1983,Chelmsford,England,1983,WorldCup,ICC,1,0,0,0,0,14,9,287,487,18,287,487,18,9,13,15.944444444444445,3.5359342915811087,<=30,<6 rpo,ENG,Away,Upto 2014
GM Wood,AUS,Pace,9 Jun 1983,Nottingham,England,1983,WorldCup,ICC,1,0,0,0,0,13,10,385,618,11,385,618,11,10,12,35.0,3.7378640776699026,>30,<6 rpo,ENG,Away,Upto 2014
GN Yallop,AUS,Pace,11 Jun 1983,Leeds,England,1983,WorldCup,ICC,1,1,26,30,1,15,9,313,489,17,287,459,16,8,14,17.9375,3.7516339869281046,<=30,<6 rpo,ENG,Away,Upto 2014
GN Yallop,AUS,Pace,13 Jun 1979,Nottingham,England,1979,WorldCup,ICC,1,1,56,48,0,12,9,353,607,12,297,559,12,8,11,24.75,3.18783542039356,<=30,<6 rpo,ENG,Away,Upto 2014
GN Yallop,AUS,Pace,13 Jun 1983,Nottingham,England,1983,WorldCup,ICC,1,0,0,0,0,14,9,366,491,16,366,491,16,9,13,22.875,4.472505091649694,<=30,<6 rpo,ENG,Away,Upto 2014
GN Yallop,AUS,Pace,16 Jun 1979,Birmingham,England,1979,WorldCup,ICC,1,0,0,0,0,13,9,176,332,13,176,332,13,9,12,13.538461538461538,3.1807228915662655,<=30,<6 rpo,ENG,Away,Upto 2014
